	MuonType	wheel	sector	station	hits	tdcs	lateralities	Q	phi	phib	bX	Chi2	x	tanPsi	t0	id
7824	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-166
7825	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-167
7826	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-168
7827	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-169
7828	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-170
7829	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-171
7830	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-172
7831	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-173
7832	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-174
7833	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-175
7834	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-176
7835	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-177
7836	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-178
7837	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-179
7838	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-180
7839	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-181
7840	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-182
7841	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-183
7842	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-184
7843	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-185
7844	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-186
7845	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-187
7846	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-188
7847	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-189
7848	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-190
7849	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-191
7850	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-192
7851	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-193
7852	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-194
7853	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-195
7854	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-196
7855	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-197
7856	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-198
7857	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-199
7858	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-200
7859	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-201
7860	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-202
7861	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-203
7862	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-204
7863	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-205
7864	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-206
7865	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-207
7866	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-208
7867	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-209
7868	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-210
7869	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-211
7870	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-212
7871	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-213
7872	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-214
7873	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-215
7874	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-216
7875	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-217
7876	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-218
7877	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-219
7878	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-220
7879	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-221
7880	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-222
7881	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-223
7882	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-224
7883	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-225
7884	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-226
7885	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-227
7886	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-228
7887	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-229
7888	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-230
7889	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-231
7890	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-232
7891	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-233
7892	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-234
7893	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-235
7894	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-236
7895	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-237
7896	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-238
7897	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-239
7898	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-240
7899	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-241
7900	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-242
7901	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-243
7902	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-244
7903	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-245
7904	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-246
7905	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-247
7906	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-248
7907	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-249
7908	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-250
7909	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-251
7910	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-252
7911	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-253
7912	[Bayes]	-1	 0	4 	[20, 21, 20, 21, -1, -1, -1, -1]	[710.0, 796.0, 736.0, 804.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-36706.0	2414.0	-3.0	0.0	-109363.0	-1257.0	421.0	73808-254
