	MuonType	wheel	sector	station	hits	tdcs	lateralities	Q	phi	phib	bX	Chi2	x	tanPsi	t0	id
1	[Bayes]	-1	 5	2 	[11, 11, 11, 11, 6, 6, 6, 6]	[614.0, 687.0, 489.0, 488.0, 757.0, 482.0, 767.0, 479.0]	[0, 1, 1, 0, 0, 1, 0, 0]	Q8	-27350.0	-1265.0	-11.0	233780.0	-87085.0	1086.0	221.0	73633-1
2	[Bayes]	-1	 5	2 	[11, 11, 11, 11, 6, 6, 6, 6]	[462.0, 687.0, 710.0, 488.0, 757.0, 482.0, 767.0, 479.0]	[0, 0, 0, 0, 0, 1, 0, 0]	Q8	-27519.0	-1203.0	-11.0	1565158.0	-87773.0	1024.0	222.0	73633-2
3	[Bayes]	-1	 5	2 	[11, 11, 11, 11, 6, 6, 6, 6]	[614.0, 687.0, 710.0, 488.0, 757.0, 482.0, 767.0, 479.0]	[0, 0, 0, 0, 0, 1, 0, 0]	Q8	-27396.0	-1250.0	-11.0	0.0	-87271.0	1070.0	223.0	73633-3
4	[Bayes]	-1	 5	2 	[11, 11, 11, 11, 6, 6, 6, 6]	[462.0, 687.0, 489.0, 817.0, 757.0, 482.0, 767.0, 479.0]	[1, 1, 1, 1, 0, 0, 0, 0]	Q8	-27311.0	-1278.0	-11.0	0.0	-86919.0	1099.0	216.0	73633-4
5	[Bayes]	-1	 5	2 	[11, 11, 11, 11, 6, 6, 6, 6]	[614.0, 687.0, 489.0, 817.0, 757.0, 482.0, 767.0, 479.0]	[1, 1, 1, 1, 0, 0, 0, 0]	Q8	-27263.0	-1293.0	-10.0	148088.0	-86727.0	1114.0	248.0	73633-5
6	[Bayes]	-1	 5	2 	[11, 11, 11, 11, 6, 6, 6, 6]	[462.0, 687.0, 489.0, 488.0, 757.0, 482.0, 767.0, 479.0]	[1, 0, 1, 0, 0, 1, 0, 0]	Q8	-27226.0	-1296.0	-9.0	1646325.0	-86576.0	1117.0	275.0	73633-6
7	[Bayes]	-1	 5	2 	[11, 11, 11, 11, -1, -1, -1, -1]	[614.0, 687.0, 489.0, 488.0, -1.0, -1.0, -1.0, -1.0]	[0, 1, 1, 0, -1, 0, 0, 0]	Q3	-24456.0	1751.0	-6.0	0.0	-73075.0	-790.0	362.0	73633-7
8	[Bayes]	-1	 5	2 	[11, 11, 11, 11, -1, -1, -1, -1]	[462.0, 687.0, 489.0, 817.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-24629.0	270.0	-5.0	0.0	-73763.0	56.0	387.0	73633-8
9	[Bayes]	 0	 4	2 	[48, 48, 48, 49, -1, -1, -1, -1]	[582.0, 723.0, 521.0, 868.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	15902.0	1099.0	-5.0	0.0	82487.0	-773.0	366.0	73633-9
10	[Bayes]	 0	 4	1 	[26, 26, 25, 27, 27, 28, 27, 28]	[863.0, 570.0, 614.0, 732.0, 524.0, 874.0, 541.0, 814.0]	[0, 0, 0, 0, 1, 1, 1, 1]	Q8	14444.0	573.0	-4.0	212138.0	8591.0	-411.0	391.0	73633-10
11	[Bayes]	 0	10	1 	[33, 34, 33, 34, 37, 37, 37, 38]	[471.0, 607.0, 741.0, 496.0, 614.0, 746.0, 496.0, 585.0]	[0, 0, 0, 1, 0, 1, 0, 1]	Q8	-1991.0	-1268.0	-4.0	0.0	45714.0	-736.0	397.0	73633-11
12	[Bayes]	-1	 5	2 	[-1, -1, -1, -1, 6, 6, 6, 6]	[-1.0, -1.0, -1.0, -1.0, 757.0, 482.0, 767.0, 479.0]	[0, 0, 0, 0, 0, 1, 0, 0]	Q3	-29898.0	440.0	-3.0	360.0	-100263.0	14.0	429.0	73633-12
13	[Bayes]	-1	 5	2 	[-1, -1, -1, -1, 6, 6, 6, 6]	[-1.0, -1.0, -1.0, -1.0, 757.0, 482.0, 767.0, 479.0]	[0, 0, 0, 0, 0, 1, 0, 0]	Q3	-29898.0	440.0	-3.0	360.0	-100263.0	14.0	429.0	73633-13
14	[Bayes]	-1	 5	2 	[-1, -1, -1, -1, 6, 6, 6, 6]	[-1.0, -1.0, -1.0, -1.0, 757.0, 482.0, 767.0, 479.0]	[0, 0, 0, 0, 0, 0, 0, 1]	Q3	-29898.0	440.0	-3.0	360.0	-100263.0	14.0	429.0	73633-14
15	[Bayes]	-1	 5	2 	[-1, -1, -1, -1, 6, 6, 6, 6]	[-1.0, -1.0, -1.0, -1.0, 757.0, 482.0, 767.0, 479.0]	[0, 0, 0, 0, 0, 0, 0, 0]	Q3	-29898.0	440.0	-3.0	360.0	-100263.0	14.0	429.0	73633-15
16	[Bayes]	-1	 5	2 	[-1, -1, -1, -1, 6, 6, 6, 6]	[-1.0, -1.0, -1.0, -1.0, 757.0, 482.0, 767.0, 479.0]	[0, 0, 0, 0, 0, 1, 0, 0]	Q3	-29898.0	440.0	-3.0	360.0	-100263.0	14.0	429.0	73633-16
17	[Bayes]	-1	 5	2 	[-1, -1, -1, -1, 6, 6, 6, 6]	[-1.0, -1.0, -1.0, -1.0, 757.0, 482.0, 767.0, 479.0]	[0, 0, 0, 0, 0, 1, 0, 0]	Q3	-29898.0	440.0	-3.0	360.0	-100263.0	14.0	429.0	73633-17
18	[Bayes]	-1	 5	2 	[-1, -1, -1, -1, 6, 6, 6, 6]	[-1.0, -1.0, -1.0, -1.0, 757.0, 482.0, 767.0, 479.0]	[0, 0, 0, 0, 0, 0, 0, 1]	Q3	-29898.0	440.0	-3.0	360.0	-100263.0	14.0	429.0	73633-18
19	[Bayes]	-1	 5	2 	[-1, -1, -1, -1, 6, 6, 6, 6]	[-1.0, -1.0, -1.0, -1.0, 757.0, 482.0, 767.0, 479.0]	[0, 0, 0, 0, 0, 0, 0, 0]	Q3	-29898.0	440.0	-3.0	360.0	-100263.0	14.0	429.0	73633-19
20	[Bayes]	-1	 5	2 	[-1, -1, -1, -1, 6, 6, 6, 6]	[-1.0, -1.0, -1.0, -1.0, 757.0, 482.0, 767.0, 479.0]	[0, 0, 0, 0, 0, 0, 0, 0]	Q3	-29898.0	440.0	-3.0	360.0	-100263.0	14.0	429.0	73633-20
21	[Bayes]	-1	 5	2 	[-1, -1, -1, -1, 6, 6, 6, 6]	[-1.0, -1.0, -1.0, -1.0, 757.0, 482.0, 767.0, 479.0]	[0, 0, 0, 0, 0, 0, 0, 0]	Q3	-29898.0	440.0	-3.0	360.0	-100263.0	14.0	429.0	73633-21
22	[Bayes]	-1	 5	2 	[-1, -1, -1, -1, 6, 6, 6, 6]	[-1.0, -1.0, -1.0, -1.0, 757.0, 482.0, 767.0, 479.0]	[0, 0, 0, 0, 0, 0, 0, 1]	Q3	-29898.0	440.0	-3.0	360.0	-100263.0	14.0	429.0	73633-22
23	[Bayes]	-1	 5	2 	[-1, -1, -1, -1, 6, 6, 6, 6]	[-1.0, -1.0, -1.0, -1.0, 757.0, 482.0, 767.0, 479.0]	[0, 0, 0, 0, 0, 0, 0, 0]	Q3	-29898.0	440.0	-3.0	360.0	-100263.0	14.0	429.0	73633-23
24	[Bayes]	-1	 5	2 	[11, 11, 11, 11, 6, 6, 6, 6]	[462.0, 687.0, 710.0, 817.0, 757.0, 482.0, 767.0, 479.0]	[1, 1, 0, 1, 0, 0, 0, 0]	Q8	-27349.0	-1295.0	-3.0	3770288.0	-87080.0	1117.0	432.0	73633-24
25	[Bayes]	-1	 5	2 	[-1, -1, -1, -1, 6, 6, 6, 6]	[-1.0, -1.0, -1.0, -1.0, 757.0, 482.0, 767.0, 479.0]	[0, 0, 0, 0, 0, 0, 0, 0]	Q3	-29898.0	440.0	-3.0	360.0	-100263.0	14.0	429.0	73633-25
26	[Bayes]	-1	 5	2 	[-1, -1, -1, -1, 6, 6, 6, 6]	[-1.0, -1.0, -1.0, -1.0, 757.0, 482.0, 767.0, 479.0]	[0, 0, 0, 0, 0, 0, 0, 0]	Q3	-29898.0	440.0	-3.0	360.0	-100263.0	14.0	429.0	73633-26
27	[Bayes]	-1	 5	2 	[-1, -1, -1, -1, 6, 6, 6, 6]	[-1.0, -1.0, -1.0, -1.0, 757.0, 482.0, 767.0, 479.0]	[0, 0, 0, 0, 0, 0, 0, 1]	Q3	-29898.0	440.0	-3.0	360.0	-100263.0	14.0	429.0	73633-27
28	[Bayes]	-1	 5	2 	[-1, -1, -1, -1, 6, 6, 6, 6]	[-1.0, -1.0, -1.0, -1.0, 757.0, 482.0, 767.0, 479.0]	[0, 0, 0, 0, 0, 0, 0, 1]	Q3	-29898.0	440.0	-3.0	360.0	-100263.0	14.0	429.0	73633-28
29	[Bayes]	 0	 4	1 	[26, 27, 25, 27, 27, 28, 27, 28]	[863.0, 671.0, 614.0, 732.0, 524.0, 874.0, 541.0, 814.0]	[0, 0, 1, 0, 1, 1, 1, 1]	Q8	14378.0	607.0	-3.0	0.0	8373.0	-430.0	429.0	73633-29
30	[Bayes]	-1	 5	2 	[11, 12, 11, 11, 6, 6, 6, 6]	[462.0, 721.0, 489.0, 488.0, 757.0, 482.0, 767.0, 479.0]	[0, 1, 1, 1, 0, 0, 0, 1]	Q8	-27127.0	-1370.0	-2.0	3363804.0	-86173.0	1200.0	449.0	73633-30
31	[Bayes]	-1	 5	2 	[11, 12, 11, 11, 6, 6, 6, 6]	[614.0, 721.0, 489.0, 488.0, 757.0, 482.0, 767.0, 479.0]	[1, 1, 1, 0, 0, 0, 0, 0]	Q8	-27285.0	-1367.0	-2.0	3447515.0	-86819.0	1199.0	448.0	73633-31
32	[Bayes]	-1	 5	2 	[11, 11, 11, 11, -1, -1, -1, -1]	[614.0, 687.0, 489.0, 817.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	-24517.0	17.0	-2.0	1208481.0	-73323.0	181.0	453.0	73633-32
33	[Bayes]	-1	 5	2 	[11, 12, 11, 11, 6, 6, 6, 6]	[462.0, 721.0, 489.0, 817.0, 757.0, 482.0, 767.0, 479.0]	[1, 1, 0, 1, 0, 0, 0, 1]	Q8	-27179.0	-1349.0	-2.0	4957546.0	-86382.0	1176.0	438.0	73633-33
34	[Bayes]	 0	 4	4 	[47, 47, 47, 47, 46, 46, 46, 46]	[619.0, 733.0, 553.0, 601.0, 808.0, 604.0, 763.0, 666.0]	[1, 1, 1, 1, 1, 1, 1, 1]	Q8	16364.0	50.0	-2.0	208001.0	-4294.0	-150.0	456.0	73633-34
35	[Bayes]	-1	 5	2 	[11, 12, 11, 11, -1, -1, -1, -1]	[614.0, 721.0, 489.0, 488.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 0, -1, 0, 0, 0]	Q3	-24367.0	-1133.0	-1.0	8366829.0	-72731.0	912.0	475.0	73633-35
36	[Bayes]	-1	 5	2 	[11, 12, 11, 11, 6, 6, 6, 6]	[462.0, 721.0, 710.0, 488.0, 757.0, 482.0, 767.0, 479.0]	[1, 1, 0, 1, 0, 0, 0, 1]	Q8	-27269.0	-1319.0	-1.0	4454790.0	-86754.0	1143.0	463.0	73633-36
37	[Bayes]	-1	 5	2 	[11, 12, 11, 11, 6, 6, 6, 6]	[614.0, 721.0, 710.0, 488.0, 757.0, 482.0, 767.0, 479.0]	[1, 1, 0, 1, 0, 0, 0, 0]	Q8	-27245.0	-1326.0	-1.0	3835263.0	-86651.0	1151.0	473.0	73633-37
38	[Bayes]	-1	 5	2 	[11, 12, 11, 11, 6, 6, 6, 6]	[614.0, 721.0, 489.0, 817.0, 757.0, 482.0, 767.0, 479.0]	[1, 1, 0, 1, 0, 0, 0, 0]	Q8	-27234.0	-1375.0	-1.0	3966256.0	-86606.0	1208.0	481.0	73633-38
39	[Bayes]	-1	 5	2 	[11, 11, 11, 11, 6, 6, 6, 6]	[614.0, 687.0, 710.0, 817.0, 757.0, 482.0, 767.0, 479.0]	[0, 1, 0, 1, 0, 0, 0, 0]	Q8	-27398.0	-1321.0	-1.0	3294213.0	-87278.0	1147.0	472.0	73633-39
40	[Bayes]	 0	 4	4 	[47, 47, 47, 47, 46, 46, 46, 46]	[619.0, 733.0, 707.0, 601.0, 808.0, 604.0, 763.0, 666.0]	[1, 1, 1, 1, 1, 1, 1, 1]	Q8	16346.0	66.0	-1.0	234900.0	-4399.0	-158.0	474.0	73633-40
41	[Bayes]	-1	 5	2 	[11, 11, 11, 11, -1, -1, -1, -1]	[614.0, 687.0, 710.0, 817.0, -1.0, -1.0, -1.0, -1.0]	[0, 1, 0, 1, -1, 0, 0, 0]	Q3	-24702.0	458.0	0.0	375115.0	-74056.0	-35.0	509.0	73633-41
42	[Bayes]	 0	10	1 	[-1, -1, -1, -1, 29, 29, 29, 29]	[-1.0, -1.0, -1.0, -1.0, 792.0, 596.0, 799.0, 581.0]	[0, 0, 0, 0, 0, 1, 0, 1]	Q3	5991.0	-47.0	0.0	470.0	18889.0	23.0	501.0	73633-42
43	[Bayes]	 0	10	1 	[28, 29, 28, 29, -1, -1, -1, -1]	[712.0, 678.0, 702.0, 696.0, -1.0, -1.0, -1.0, -1.0]	[1, 0, 1, 0, -1, 0, 0, 0]	Q3	6133.0	-36.0	0.0	470.0	19504.0	29.0	499.0	73633-43
44	[Bayes]	 0	10	2 	[20, 20, 20, 20, 19, 19, 19, 19]	[668.0, 705.0, 684.0, 698.0, 777.0, 595.0, 789.0, 582.0]	[1, 1, 1, 1, 1, 1, 1, 1]	Q8	5651.0	-37.0	0.0	229.0	-43529.0	25.0	496.0	73633-44
45	[Bayes]	 0	 4	4 	[47, 47, 47, 47, 46, 46, 46, 46]	[619.0, 733.0, 553.0, 865.0, 808.0, 604.0, 763.0, 666.0]	[1, 1, 1, 1, 1, 1, 1, 1]	Q8	16396.0	22.0	0.0	17918.0	-4115.0	-137.0	491.0	73633-45
46	[Bayes]	 0	 4	4 	[47, 47, 47, 47, 46, 46, 46, 46]	[619.0, 733.0, 707.0, 865.0, 808.0, 604.0, 763.0, 666.0]	[1, 1, 1, 1, 1, 1, 1, 1]	Q8	16377.0	39.0	0.0	91479.0	-4220.0	-145.0	509.0	73633-46
47	[Bayes]	 0	10	4 	[-1, -1, -1, -1, 15, -1, 15, 15]	[-1.0, -1.0, -1.0, -1.0, 539.0, -1.0, 556.0, 811.0]	[0, 0, 0, 0, 1, 0, 0, 1]	Q1	5135.0	245.0	0.0	0.0	-34800.0	160.0	509.0	73633-47
48	[Bayes]	-1	 5	2 	[11, 11, 11, 11, -1, -1, -1, -1]	[462.0, 687.0, 710.0, 817.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 0, 1, -1, 0, 0, 0]	Q3	-24779.0	929.0	1.0	0.0	-74362.0	-271.0	537.0	73633-48
49	[Bayes]	 0	10	1 	[28, 29, 28, 29, 29, 29, 29, 29]	[712.0, 678.0, 702.0, 696.0, 792.0, 596.0, 799.0, 581.0]	[1, 0, 1, 0, 0, 1, 0, 1]	Q8	6060.0	-65.0	1.0	0.0	19205.0	15.0	526.0	73633-49
50	[Bayes]	 0	 4	2 	[-1, -1, -1, -1, 50, 50, 50, 50]	[-1.0, -1.0, -1.0, -1.0, 751.0, 667.0, 683.0, 736.0]	[0, 0, 0, 0, 0, 1, 0, 0]	Q3	15746.0	-1066.0	1.0	1889385.0	84706.0	423.0	532.0	73633-50
51	[Bayes]	 0	 4	1 	[26, 26, 25, 27, -1, -1, -1, -1]	[863.0, 570.0, 614.0, 732.0, -1.0, -1.0, -1.0, -1.0]	[0, 0, 0, 0, -1, 0, 0, 0]	Q3	13751.0	670.0	2.0	14345057.0	5049.0	-461.0	560.0	73633-51
52	[Bayes]	 0	 4	2 	[48, 48, 48, 49, 50, 50, 50, 50]	[582.0, 723.0, 521.0, 868.0, 751.0, 667.0, 683.0, 736.0]	[1, 1, 1, 1, 0, 1, 0, 0]	Q8	16333.0	-317.0	2.0	0.0	85617.0	30.0	560.0	73633-52
53	[Bayes]	 2	 2	1 	[22, 22, 22, -1, -1, -1, -1, -1]	[665.0, 899.0, 666.0, -1.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 0, 0, 0, 0, 0]	Q1	14427.0	-221.0	4.0	0.0	-7219.0	2.0	588.0	73633-53
54	[Bayes]	 0	 4	3 	[48, 49, 48, 49, 49, 50, 49, 50]	[689.0, 658.0, 759.0, 596.0, 511.0, 850.0, 572.0, 778.0]	[0, 1, 0, 1, 0, 0, 0, 1]	Q8	16201.0	271.0	10.0	0.0	54911.0	-262.0	751.0	73633-54
55	[Std  ]	-1	 5	2 	[11, 11, 11, 11, -1, -1, -1, -1]	[462.0, 687.0, 710.0, 488.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 0, 0, -1, -1, -1, -1]	Q3	-24781.0	-838.0	-3.0	117.0	-74369.0	682.0	424.0	73633-55
56	[Std  ]	-1	 5	2 	[-1, -1, -1, -1, 6, 6, 6, 6]	[-1.0, -1.0, -1.0, -1.0, 757.0, 482.0, 767.0, 479.0]	[-1, -1, -1, -1, 0, 1, 0, 1]	Q3	-29896.0	439.0	-3.0	664.0	-100263.0	14.0	430.0	73633-56
57	[Std  ]	 0	10	1 	[33, 34, 33, 34, 37, 37, 37, 38]	[471.0, 607.0, 741.0, 496.0, 614.0, 746.0, 496.0, 585.0]	[1, 0, 1, 1, 0, 1, 1, 0]	Q8	-2530.0	-1018.0	-3.0	2051.0	47488.0	-568.0	416.0	73633-57
58	[Std  ]	 2	 9	1 	[-1, -1, -1, -1, 26, 27, 27, 27]	[-1.0, -1.0, -1.0, -1.0, 642.0, 555.0, 814.0, 638.0]	[-1, -1, -1, -1, 1, 0, 0, 1]	Q3	8644.0	-1138.0	-1.0	234.0	9881.0	-533.0	469.0	73633-58
59	[Std  ]	 0	 4	1 	[27, 27, 27, 27, 27, 28, 27, 28]	[750.0, 671.0, 685.0, 732.0, 524.0, 874.0, 541.0, 814.0]	[0, 1, 0, 1, 0, 0, 1, 0]	Q8	15338.0	48.0	0.0	2402.0	11572.0	-142.0	500.0	73633-59
60	[Std  ]	 0	10	1 	[28, 29, 28, 29, 29, 29, 29, 29]	[712.0, 678.0, 702.0, 696.0, 792.0, 596.0, 799.0, 581.0]	[1, 0, 1, 0, 0, 1, 0, 1]	Q8	6062.0	-41.0	0.0	1240.0	19197.0	26.0	501.0	73633-60
61	[Std  ]	 0	 4	2 	[48, -1, 48, 49, 50, 50, 50, 50]	[582.0, -1.0, 521.0, 868.0, 751.0, 667.0, 683.0, 736.0]	[0, -1, 1, 0, 0, 1, 0, 1]	Q7	15842.0	28.0	0.0	713.0	83666.0	-135.0	509.0	73633-61
62	[Std  ]	 0	10	2 	[20, 20, 20, 20, 19, 19, 19, 19]	[668.0, 705.0, 684.0, 698.0, 777.0, 595.0, 789.0, 582.0]	[0, 1, 0, 1, 0, 1, 0, 1]	Q8	5651.0	-36.0	0.0	967.0	-43528.0	25.0	497.0	73633-62
63	[Std  ]	 0	 4	3 	[48, 49, 48, 49, 49, 50, 49, 50]	[689.0, 658.0, 759.0, 596.0, 511.0, 850.0, 572.0, 778.0]	[1, 0, 1, 0, 1, 0, 1, 0]	Q8	16213.0	24.0	0.0	1709.0	54963.0	-136.0	500.0	73633-63
64	[Std  ]	 0	10	3 	[34, 35, 34, 35, 34, 35, 34, 35]	[705.0, 689.0, 692.0, 699.0, 575.0, 822.0, 565.0, 834.0]	[1, 0, 1, 0, 1, 0, 1, 0]	Q8	5319.0	-21.0	0.0	1641.0	-3044.0	31.0	502.0	73633-64
65	[Std  ]	 0	 4	4 	[47, -1, 47, 47, 46, 46, 46, 46]	[619.0, -1.0, 553.0, 865.0, 808.0, 604.0, 763.0, 666.0]	[0, -1, 0, 1, 0, 1, 0, 1]	Q7	16405.0	14.0	0.0	7334.0	-4069.0	-133.0	502.0	73633-65
66	[Std  ]	 0	10	4 	[15, 16, 15, 16, 15, -1, 15, 15]	[609.0, 783.0, 589.0, 804.0, 539.0, -1.0, 556.0, 811.0]	[1, 0, 1, 0, 0, -1, 0, 1]	Q7	5172.0	-7.0	0.0	645.0	-34541.0	36.0	496.0	73633-66
67	[Std  ]	 2	 2	1 	[22, 22, 22, -1, -1, -1, -1, -1]	[665.0, 899.0, 666.0, -1.0, -1.0, -1.0, -1.0, -1.0]	[0, 1, 1, -1, -1, -1, -1, -1]	Q1	14168.0	-1390.0	0.0	39.0	-6381.0	-642.0	512.0	73633-67
68	[Std  ]	 2	 2	1 	[22, 22, 22, -1, -1, -1, -1, -1]	[665.0, 899.0, 666.0, -1.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 0, -1, -1, -1, -1, -1]	Q1	14427.0	938.0	1.0	39.0	-7219.0	638.0	513.0	73633-68
69	[Std  ]	 2	 2	1 	[22, 22, 22, -1, -1, -1, -1, -1]	[665.0, 899.0, 666.0, -1.0, -1.0, -1.0, -1.0, -1.0]	[0, 1, 0, -1, -1, -1, -1, -1]	Q1	14427.0	-221.0	4.0	39.0	-7219.0	2.0	589.0	73633-69
70	[Bayes]	-2	 0	2 	[-1, -1, -1, -1, 4, 4, 4, 4]	[-1.0, -1.0, -1.0, -1.0, 590.0, 629.0, 661.0, 589.0]	[0, 0, 0, 0, 0, 1, 0, 1]	Q3	-31710.0	260.0	-3.0	7058.0	-107945.0	116.0	437.0	73643-1
71	[Bayes]	-2	 0	2 	[4, 4, 4, 4, -1, -1, -1, -1]	[729.0, 528.0, 796.0, 464.0, -1.0, -1.0, -1.0, -1.0]	[0, 1, 0, 0, -1, 0, 0, 0]	Q3	-32271.0	226.0	-2.0	66.0	-104422.0	137.0	451.0	73643-2
72	[Bayes]	-2	 0	2 	[4, 4, 4, 4, 4, 4, 4, 4]	[729.0, 528.0, 796.0, 464.0, 590.0, 629.0, 661.0, 589.0]	[0, 1, 0, 1, 0, 1, 0, 1]	Q8	-31984.0	196.0	-2.0	4920.0	-106183.0	150.0	447.0	73643-3
73	[Bayes]	-2	 0	2 	[4, 4, 4, 4, -1, -1, -1, -1]	[729.0, 528.0, 796.0, 464.0, -1.0, -1.0, -1.0, -1.0]	[0, 1, 0, 1, -1, 0, 0, 0]	Q3	-32271.0	226.0	-2.0	66.0	-104422.0	137.0	451.0	73643-4
74	[Bayes]	-2	11	1 	[36, 37, 37, 38, 40, 41, 41, 41]	[819.0, 603.0, 489.0, 689.0, 627.0, 477.0, 691.0, 764.0]	[1, 1, 0, 1, 1, 1, 1, 1]	Q8	30038.0	832.0	0.0	1318642.0	61429.0	-738.0	490.0	73643-5
75	[Bayes]	-2	 3	1 	[31, 31, 31, 31, -1, -1, -1, -1]	[605.0, 865.0, 654.0, 661.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 1, 1, -1, 0, 0, 0]	Q3	20592.0	-1197.0	1.0	5435.0	27351.0	456.0	516.0	73643-6
76	[Bayes]	-2	 0	2 	[4, 4, 4, 4, 4, 4, 3, 4]	[729.0, 528.0, 796.0, 464.0, 590.0, 629.0, 707.0, 589.0]	[0, 1, 0, 0, 1, 1, 0, 0]	Q8	-32183.0	-163.0	7.0	0.0	-107009.0	337.0	681.0	73643-7
77	[Std  ]	-2	11	1 	[36, 37, 37, 38, 40, 41, 41, 41]	[819.0, 603.0, 489.0, 689.0, 627.0, 477.0, 691.0, 764.0]	[1, 1, 0, 0, 1, 0, 0, 1]	Q8	29970.0	861.0	-2.0	10479.0	61191.0	-759.0	444.0	73643-8
78	[Std  ]	-2	 0	2 	[4, 4, 4, 4, 4, 4, 4, 4]	[729.0, 528.0, 796.0, 464.0, 590.0, 629.0, 661.0, 589.0]	[0, 1, 0, 1, 0, 1, 0, 1]	Q8	-31984.0	195.0	-2.0	18428.0	-106184.0	150.0	445.0	73643-9
79	[Std  ]	-2	 3	1 	[-1, -1, -1, -1, 30, 30, 30, -1]	[-1.0, -1.0, -1.0, -1.0, 820.0, 736.0, 547.0, -1.0]	[-1, -1, -1, -1, 0, 1, 1, -1]	Q1	18983.0	1117.0	-1.0	39.0	25494.0	-826.0	486.0	73643-10
80	[Std  ]	-2	 3	1 	[-1, -1, -1, -1, -1, 30, 30, 31]	[-1.0, -1.0, -1.0, -1.0, -1.0, 736.0, 547.0, 841.0]	[-1, -1, -1, -1, -1, 1, 0, 0]	Q1	18887.0	462.0	0.0	117.0	25163.0	-387.0	495.0	73643-11
81	[Std  ]	 2	 3	1 	[-1, -1, -1, -1, 18, 19, 18, 19]	[-1.0, -1.0, -1.0, -1.0, 782.0, 564.0, 875.0, 539.0]	[-1, -1, -1, -1, 1, 0, 1, 1]	Q3	18499.0	-692.0	0.0	195.0	-23800.0	-199.0	503.0	73643-12
82	[Std  ]	-2	 3	1 	[31, 31, 31, 31, -1, -1, -1, -1]	[605.0, 865.0, 654.0, 661.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 0, 1, -1, -1, -1, -1]	Q3	20592.0	-1198.0	1.0	5234.0	27350.0	456.0	517.0	73643-13
83	[Std  ]	-2	 3	1 	[-1, -1, -1, -1, 30, 30, 30, -1]	[-1.0, -1.0, -1.0, -1.0, 820.0, 736.0, 547.0, -1.0]	[-1, -1, -1, -1, 0, 1, 0, -1]	Q1	18887.0	766.0	1.0	39.0	25163.0	-570.0	516.0	73643-14
84	[Bayes]	 2	 4	1 	[31, 32, 30, 30, 28, 28, 27, 28]	[703.0, 585.0, 699.0, 607.0, 790.0, 532.0, 797.0, 608.0]	[0, 1, 0, 1, 1, 1, 1, 1]	Q8	5886.0	1035.0	-4.0	3781803.0	19761.0	613.0	409.0	73635-1
85	[Bayes]	 2	 4	1 	[31, 32, 30, 30, 28, 28, 27, 28]	[703.0, 585.0, 699.0, 607.0, 790.0, 532.0, 797.0, 608.0]	[0, 1, 0, 1, 1, 1, 1, 1]	Q8	5886.0	1035.0	-4.0	3781803.0	19761.0	613.0	409.0	73635-2
86	[Bayes]	 2	 4	1 	[31, 32, 30, 30, 28, 28, 27, 28]	[703.0, 585.0, 699.0, 607.0, 790.0, 532.0, 797.0, 767.0]	[0, 1, 0, 1, 0, 1, 0, 0]	Q8	5928.0	1054.0	-4.0	2920936.0	19623.0	627.0	410.0	73635-3
87	[Bayes]	 2	 4	1 	[31, 32, 30, 30, 28, 28, 27, 28]	[703.0, 585.0, 699.0, 607.0, 790.0, 532.0, 797.0, 767.0]	[0, 1, 0, 1, 0, 1, 0, 0]	Q8	5928.0	1054.0	-4.0	2920936.0	19623.0	627.0	410.0	73635-4
88	[Bayes]	-2	 2	4 	[9, 9, 9, 9, -1, -1, -1, -1]	[513.0, 795.0, 666.0, 626.0, -1.0, -1.0, -1.0, -1.0]	[1, 1, 0, 0, 0, 0, 0, 0]	Q3	-44755.0	-850.0	-3.0	430223.0	-157478.0	944.0	423.0	73635-5
89	[Bayes]	 2	 4	1 	[-1, -1, -1, -1, 28, 28, 27, 28]	[-1.0, -1.0, -1.0, -1.0, 790.0, 532.0, 797.0, 608.0]	[0, 0, 0, 0, 1, 1, 1, 1]	Q3	7251.0	-435.0	-3.0	504212.0	14612.0	-158.0	421.0	73635-6
90	[Bayes]	 2	 4	1 	[-1, -1, -1, -1, 28, 28, 27, 28]	[-1.0, -1.0, -1.0, -1.0, 790.0, 532.0, 797.0, 608.0]	[0, 0, 0, 0, 1, 1, 1, 1]	Q3	7251.0	-435.0	-3.0	504212.0	14612.0	-158.0	421.0	73635-7
91	[Bayes]	-2	 1	3 	[56, 57, 57, 57, 58, 58, 58, 58]	[796.0, 536.0, 874.0, 560.0, 857.0, 575.0, 757.0, 678.0]	[0, 0, 0, 0, 0, 1, 0, 1]	Q8	23259.0	230.0	-1.0	844380.0	89048.0	-298.0	479.0	73635-8
