
Inspecting Event Number 12006 
        Wh   Se   St  | w1 w2 w3 w4 w5 w6 w7 w8 |  tdc1  tdc2  tdc3  tdc4  tdc5  tdc6  tdc7  tdc8 | lat1 lat2 lat3 lat4 lat5 lat6 lat7 lat8 | Q     phi  phib  bX      Chi2         x tanPsi     t0 
[Std  ]: Wh-2 Se 1 St1 | -1 -1 -1 -1 42 43 42 -1 |    -1    -1    -1    -1   571   820   844    -1 |  -1   -1   -1   -1    1    0    1   -1 | Q1  33669   535   3        39     77213   -570    570

Inspecting Event Number 12008 
        Wh   Se   St  | w1 w2 w3 w4 w5 w6 w7 w8 |  tdc1  tdc2  tdc3  tdc4  tdc5  tdc6  tdc7  tdc8 | lat1 lat2 lat3 lat4 lat5 lat6 lat7 lat8 | Q     phi  phib  bX      Chi2         x tanPsi     t0 
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- 
[Bayes]: Wh-2 Se11 St3 | -1 -1 -1 -1 10 10  9 10 |    -1    -1    -1    -1   841   525   871   542 |   0    0    0    0    0    0    1    1 | Q3 -18005   354  -1         0   -109410    -35    485
[Bayes]: Wh 1 Se 5 St2 | 49 50 50 50 -1 -1 -1 -1 |   808   529   850   575    -1    -1    -1    -1 |   1    0    0    0   -1    0    0    0 | Q3 -26508   610  -1         0     81231     96    463
[Bayes]: Wh-2 Se11 St3 | 10 11 10 11 10 10  9 10 |   737   689   666   732   841   525   871   542 |   1    0    1    0    0    0    1    1 | Q8 -18066    13   0      2050   -108078    132    498
[Bayes]: Wh-2 Se11 St3 | 10 11 10 11 -1 -1 -1 -1 |   737   689   666   732    -1    -1    -1    -1 |   1    0    1    0   -1    0    0    0 | Q3 -18082    41   0      5755   -106524    119    498
[Bayes]: Wh-2 Se11 St4 | 42 42 41 42 43 43 43 43 |   828   526   876   534   629   722   703   659 |   0    1    0    1    1    1    0    1 | Q8 -17947     3   0     23888    -13026    136    505
[Bayes]: Wh-2 Se11 St4 | 42 42 42 42 43 43 43 43 |   828   526   829   534   629   722   703   659 |   0    0    0    0    0    1    0    1 | Q8 -17946     2   0     17094    -13024    137    495
[Bayes]: Wh-2 Se11 St4 | -1 -1 -1 -1 43 43 43 43 |    -1    -1    -1    -1   629   722   703   659 |   0    0    0    0    0    1    0    1 | Q3 -17945   -10   0       889    -14634    143    501
[Bayes]: Wh-1 Se11 St1 |  1  1  1  1  0  0 -1 -1 |   670   681   725   634   826   522    -1    -1 |   0    1    0    1    0    0    0    0 | Q4 -18683    34   0      1254    -99360    127    497
[Bayes]: Wh-1 Se11 St1 |  1  1  1  1 -1 -1 -1 -1 |   670   681   725   634    -1    -1    -1    -1 |   0    1    0    1   -1    0    0    0 | Q3 -18683    75   0       470    -99358    106    496
[Bayes]: Wh-1 Se11 St2 | 17 17 17 17 17 18 17 17 |   658   692   711   631   553   748   513   847 |   0    1    0    1    0    0    1    1 | Q8 -18316    24   0    147522    -50688    129    496
[Bayes]: Wh-1 Se11 St2 | 17 17 17 17 -1 -1 -1 -1 |   658   692   711   631    -1    -1    -1    -1 |   0    1    0    1   -1    0    0    0 | Q3 -18354    45   0       471    -49162    119    493
[Bayes]: Wh 2 Se 5 St3 | 70 71 70 71 -1 -1 71 -1 |   620   720   709   619    -1    -1   883    -1 |   1    0    1    0    0    0    1    0 | Q4 -26881    20   0      1059    148486   -198    497
[Bayes]: Wh 2 Se 5 St3 | 70 71 70 71 -1 -1 -1 -1 |   620   720   709   619    -1    -1    -1    -1 |   1    0    1    0   -1    0    0    0 | Q3 -26881    20   0      1059    148486   -198    497
[Bayes]: Wh 2 Se 4 St4 | 13 14 13 14 14 14 13 14 |   838   622   692   774   785   517   825   637 |   1    0    1    0    0    0    1    0 | Q8  41589    -6   0       460   -142238    325    498
[Bayes]: Wh 2 Se 4 St4 | -1 -1 -1 -1 14 14 13 14 |    -1    -1    -1    -1   785   517   825   637 |   0    0    0    0    0    0    1    0 | Q3  41583     8   0         2   -146058    333    497
[Bayes]: Wh 2 Se 4 St4 | 13 14 13 14 -1 -1 -1 -1 |   838   622   692   774    -1    -1    -1    -1 |   1    0    1    0   -1    0    0    0 | Q3  41594   -33   0       265   -138418    311    500
[Bayes]: Wh-2 Se11 St4 | -1 -1 -1 -1 43 43 43 43 |    -1    -1    -1    -1   629   722   703   659 |   0    0    0    0    1    1    0    1 | Q3 -17893  -577   1    580350    -14343    445    521
[Bayes]: Wh 1 Se 5 St2 | 49 50 50 50 50 50 -1 -1 |   808   529   850   575   790   642    -1    -1 |   1    0    0    0    0    1    0    0 | Q4 -26577   -35   1    178395     81507   -223    514
[Std  ]: Wh-2 Se11 St3 | 10 11 10 11 10 10  9 10 |   737   689   666   732   841   525   871   542 |   1    0    1    0    0    1    1    0 | Q8 -18066    13   0      9092   -108078    132    500
[Std  ]: Wh-2 Se11 St4 | 42 42 41 42 43 43 43 43 |   828   526   876   534   629   722   703   659 |   0    1    1    0    0    1    0    1 | Q8 -17953     8   0      2441    -13063    134    500
[Std  ]: Wh-1 Se11 St1 |  1  1  1  1  1  1 -1 -1 |   670   681   725   634   826   522    -1    -1 |   0    1    0    1    0    1   -1   -1 | Q4 -18681    75   0       508    -99356    106    497
[Std  ]: Wh-1 Se11 St2 | 17 17 17 17 17 -1 17 17 |   658   692   711   631   553    -1   513   847 |   0    1    0    1    1   -1    0    1 | Q7 -18316    20   0      1563    -50694    131    498
[Std  ]: Wh 1 Se 5 St2 | 49 50 50 50 51 51 -1 -1 |   808   529   850   575   790   642    -1    -1 |   1    0    0    1    0    1   -1   -1 | Q4 -26615   -28   0      2695     81656   -220    497
[Std  ]: Wh 2 Se 5 St3 | 70 71 70 71 -1 -1 -1 -1 |   620   720   709   619    -1    -1    -1    -1 |   1    0    1    0   -1   -1   -1   -1 | Q3 -26882    19   0      1367    148488   -198    497
[Std  ]: Wh 2 Se 4 St4 | 13 14 13 14 14 14 13 14 |   838   622   692   774   785   517   825   637 |   1    0    1    0    0    1    1    0 | Q8  41588    -6   0      2793   -142238    325    500

Inspecting Event Number 12010 
        Wh   Se   St  | w1 w2 w3 w4 w5 w6 w7 w8 |  tdc1  tdc2  tdc3  tdc4  tdc5  tdc6  tdc7  tdc8 | lat1 lat2 lat3 lat4 lat5 lat6 lat7 lat8 | Q     phi  phib  bX      Chi2         x tanPsi     t0 
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- 
