eventNumber,wheel,sector,station,superLayer,wire,layer
52242,-2,4,1,1,"[39, 39, 38, 39]","[1, 2, 3, 4]"
52242,-1,12,2,1,"[8, 9, 8, 9]","[1, 2, 3, 4]"
52242,-1,12,2,3,"[9, 10, 9, 10]","[1, 2, 3, 4]"
52242,1,2,1,1,"[16, 17, 17, 17]","[1, 2, 3, 4]"
52242,1,2,1,3,"[20, 20, 20, 20]","[1, 2, 3, 4]"
52242,1,2,2,1,"[16, 17, 16, 17]","[1, 2, 3, 4]"
52242,1,2,2,3,"[16, 17, 16, 17]","[1, 2, 3, 4]"
52242,1,5,1,1,"[41, 42]","[1, 2]"
52242,1,6,1,3,[13],[2]
52242,1,8,1,1,"[45, 45, 45, 45]","[1, 2, 3, 4]"
52242,1,8,1,3,"[46, 46, 46, 46]","[1, 2, 3, 4]"
52242,1,8,2,1,"[39, 39, 39, 40]","[1, 2, 3, 4]"
52242,1,8,2,3,"[39, 39, 39, 39]","[1, 2, 3, 4]"
52242,1,8,3,1,"[57, 58, 57, 58]","[1, 2, 3, 4]"
52242,1,8,3,3,"[58, 58, 58, 58]","[1, 2, 3, 4]"
52242,1,8,4,1,"[85, 87, 85, 87, 85, 87, 85, 88]","[1, 1, 2, 2, 3, 3, 4, 4]"
52242,1,8,4,3,"[87, 88, 87, 88, 88]","[1, 2, 3, 4, 4]"
52242,1,11,1,1,"[10, 10, 9, 10]","[1, 2, 3, 4]"
52242,1,11,1,3,"[4, 4, 3, 3]","[1, 2, 3, 4]"
52242,1,12,2,1,"[50, 51, 50, 51]","[1, 2, 3, 4]"
52242,1,12,2,3,"[51, 51, 51, 51]","[1, 2, 3, 4]"
52242,2,5,2,1,[52],[4]
52242,2,6,2,1,[23],[2]
52242,2,10,2,1,"[22, 22]","[1, 2]"
52243,-2,3,1,1,"[32, 32]","[3, 4]"
52243,-2,3,1,3,"[27, 27, 27, 27]","[1, 2, 3, 4]"
52243,-2,10,1,1,"[17, 17, 17, 17]","[1, 2, 3, 4]"
52243,-2,10,1,3,"[14, 15, 14, 15]","[1, 2, 3, 4]"
52243,-1,1,1,3,"[44, 43, 41, 40]","[1, 2, 3, 4]"
52243,2,2,1,1,"[42, 42]","[1, 2]"
52243,2,3,4,1,"[68, 68, 68, 68]","[1, 2, 3, 4]"
52243,2,11,1,3,"[21, 22, 21, 22]","[1, 2, 3, 4]"
52243,2,11,2,1,"[11, 11, 11, 11]","[1, 2, 3, 4]"
52243,2,11,2,3,"[9, 10, 9, 10]","[1, 2, 3, 4]"
52243,2,11,3,1,"[23, 23, 23, 23, 24, 22, 23, 23, 23]","[1, 1, 2, 2, 2, 3, 3, 4, 4]"
52243,2,11,3,3,"[20, 22, 23, 20, 22, 21, 23]","[1, 1, 2, 3, 3, 4, 4]"
52244,-2,6,1,3,"[36, 36]","[3, 4]"
52244,-2,7,1,3,[40],[1]
52244,0,5,1,1,"[33, 33, 34, 34, 35, 33, 34, 34, 35]","[1, 1, 1, 2, 2, 3, 3, 4, 4]"
52244,0,5,1,3,"[34, 34, 37, 34, 38, 34, 38, 34, 35, 39]","[1, 1, 1, 2, 2, 3, 3, 4, 4, 4]"
52244,0,5,2,1,"[55, 57, 54, 56, 58, 54, 55, 54, 56]","[1, 1, 2, 2, 2, 3, 3, 4, 4]"
52244,0,5,2,3,"[57, 53, 58, 53, 57, 53, 58]","[1, 2, 2, 3, 3, 4, 4]"
52244,0,5,3,1,"[56, 57, 56, 57]","[1, 2, 3, 4]"
52244,0,5,3,3,"[57, 59, 58, 57, 58]","[1, 1, 2, 3, 4]"
52244,0,5,4,1,"[56, 56, 56, 56, 56]","[1, 2, 3, 4, 4]"
52244,0,5,4,3,"[55, 55, 55, 55]","[1, 2, 3, 4]"
52244,1,7,1,1,[13],[4]
52244,1,7,1,3,"[8, 10, 9, 11, 8, 10, 9, 11]","[1, 1, 2, 2, 3, 3, 4, 4]"
52244,2,8,1,1,[22],[4]
52244,2,10,1,1,"[27, 29, 27, 30, 27, 29, 28, 30]","[1, 1, 2, 2, 3, 3, 4, 4]"
52244,2,10,1,3,"[31, 31, 31, 31]","[1, 2, 3, 4]"
52245,-2,3,2,1,"[17, 17, 17, 17]","[1, 2, 3, 4]"
52245,-2,3,2,3,"[18, 19, 18, 19]","[1, 2, 3, 4]"
52245,-2,3,3,1,"[14, 15, 14, 14]","[1, 2, 3, 4]"
52245,-2,3,3,3,"[14, 13]","[2, 3]"
52245,-2,6,1,1,"[31, 1, 32, 31, 32]","[1, 2, 2, 3, 4]"
52245,-2,6,1,3,"[34, 35, 34, 35]","[1, 2, 3, 4]"
52245,-2,8,1,1,"[35, 35, 35]","[2, 3, 4]"
52245,-2,8,1,3,"[34, 35, 34, 35]","[1, 2, 3, 4]"
52245,-2,11,1,3,[25],[4]
52245,-1,9,2,1,"[49, 49, 50, 49, 50, 50, 48, 50, 50, 49, 50, 50]","[1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 4]"
52245,-1,9,2,3,"[51, 52, 51, 54, 51, 52, 55]","[1, 2, 3, 3, 4, 4, 4]"
52245,-1,9,3,1,"[48, 49, 48, 49]","[1, 2, 3, 4]"
52245,-1,9,3,3,"[49, 49, 49, 49]","[1, 2, 3, 4]"
52245,-1,9,4,1,"[42, 42, 42]","[1, 3, 4]"
52245,-1,9,4,3,"[42, 43, 42, 43]","[1, 2, 3, 4]"
52245,1,2,2,3,"[28, 35]","[2, 4]"
52245,1,9,2,1,"[47, 47]","[3, 4]"
52245,1,9,2,3,"[43, 43]","[3, 4]"
52245,1,10,2,3,"[42, 43, 42, 43]","[1, 2, 3, 4]"
52245,1,11,1,1,"[36, 36]","[1, 2]"
52245,2,3,1,1,"[47, 48, 43]","[1, 2, 4]"
52245,2,7,2,3,[42],[2]
52245,2,8,1,1,"[46, 47]","[1, 2]"
52245,2,8,2,1,[8],[2]
52245,2,10,1,1,"[18, 19, 18, 19]","[1, 2, 3, 4]"
52245,2,10,1,3,"[19, 19, 19, 19]","[1, 2, 3, 4]"
52245,2,12,1,1,"[8, 7, 6, 6]","[1, 2, 3, 4]"
52246,-2,4,1,1,"[44, 45, 44]","[1, 2, 3]"
52246,-2,9,1,1,"[4, 4, 5]","[3, 3, 4]"
52246,-2,9,1,3,"[8, 8, 8, 8]","[1, 2, 3, 4]"
52246,-1,2,1,1,"[44, 44, 43, 44]","[1, 2, 3, 4]"
52246,-1,2,1,3,"[42, 42, 41, 42]","[1, 2, 3, 4]"
52246,-1,4,3,1,"[64, 64, 65, 65, 66, 66, 66, 67, 69, 63, 64, 65, 65, 66, 66, 67, 67, 71, 72, 62, 64, 65, 65, 66, 66, 67, 67, 67, 65, 66, 66, 67, 67, 67, 68, 68]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4]"
52246,-1,4,3,3,"[64, 65, 66, 66, 67, 67, 67, 68, 68, 69, 69, 70, 71, 63, 64, 64, 66, 67, 67, 68, 68, 69, 70, 71, 63, 64, 65, 66, 66, 67, 67, 68, 68, 69, 69, 70, 64, 66, 66, 67, 67, 68, 68, 69, 70, 70, 71]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
52246,-1,5,2,1,"[1, 1, 1, 2, 1]","[1, 2, 2, 2, 3]"
52246,-1,5,2,3,"[1, 1, 1, 2, 1, 9, 10]","[1, 1, 2, 2, 3, 3, 4]"
52246,-1,8,1,3,"[2, 3, 2, 2]","[1, 2, 3, 4]"
52246,-1,10,1,3,"[45, 45, 46]","[2, 3, 4]"
52246,-1,10,3,1,"[72, 72, 72]","[2, 3, 4]"
52246,-1,11,2,1,"[4, 5, 4, 5, 4, 4, 4, 5]","[1, 1, 2, 2, 3, 3, 4, 4]"
52246,-1,11,2,3,"[4, 6, 4, 3, 4]","[1, 1, 2, 3, 4]"
52246,-1,13,4,1,"[38, 39, 39, 39]","[1, 2, 3, 4]"
52246,-1,13,4,3,"[40, 40, 40, 41]","[1, 2, 3, 4]"
52246,-1,14,4,1,"[45, 45, 46, 45, 46, 45, 46]","[1, 2, 2, 3, 3, 4, 4]"
52246,-1,14,4,3,"[44, 46, 44, 46, 17, 44, 46, 44, 47]","[1, 1, 2, 2, 3, 3, 3, 4, 4]"
52246,1,1,2,1,"[43, 44, 43, 44]","[1, 2, 3, 4]"
52246,1,1,2,3,"[42, 42, 42, 42]","[1, 2, 3, 4]"
52246,1,1,3,1,"[56, 57, 57, 57, 58, 57, 58]","[1, 1, 2, 2, 2, 3, 4]"
52246,1,1,3,3,"[58, 58, 58, 58]","[1, 2, 3, 4]"
52246,1,10,1,1,"[4, 4, 6]","[2, 3, 4]"
52246,1,10,1,3,"[22, 40, 23, 41, 22, 23]","[1, 1, 2, 2, 3, 4]"
52246,1,11,1,3,"[46, 45, 44, 44]","[1, 2, 3, 4]"
52246,2,3,2,1,"[7, 11, 8, 12, 8, 10, 11, 9, 11]","[1, 1, 2, 2, 3, 3, 3, 4, 4]"
52246,2,3,2,3,"[6, 7, 6, 7, 6, 6, 7]","[1, 1, 2, 2, 3, 4, 4]"
52247,-1,4,1,1,"[1, 1, 1, 2]","[1, 2, 3, 4]"
52247,-1,4,1,3,"[4, 4, 4, 4, 5]","[1, 2, 3, 3, 4]"
52247,-1,4,2,1,"[29, 30, 30, 30]","[1, 2, 3, 4]"
52247,-1,4,2,3,"[32, 33, 32, 33]","[1, 2, 3, 4]"
52247,-1,10,1,1,"[46, 47, 46, 47]","[1, 2, 3, 4]"
52247,0,11,1,1,"[10, 10, 11, 11, 11, 10, 10, 10, 11, 11]","[1, 1, 1, 2, 2, 3, 3, 4, 4, 4]"
52247,0,11,1,3,"[9, 10, 10, 10, 11, 9, 9, 10, 10, 10, 11]","[1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 4]"
52247,0,11,3,1,"[7, 8, 7, 7]","[1, 2, 3, 4]"
52247,0,11,3,3,"[6, 6, 6, 6, 6]","[1, 2, 3, 4, 4]"
52247,0,12,4,1,"[11, 12, 15, 17, 12, 16, 17, 11, 15, 17, 11, 15, 17]","[1, 1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 4]"
52247,0,12,4,3,"[15, 16, 15, 16]","[1, 2, 3, 4]"
52247,1,10,1,1,"[10, 10, 10, 10]","[1, 2, 3, 4]"
52247,1,10,1,3,"[11, 11, 11, 11]","[1, 2, 3, 4]"
52247,2,1,1,1,"[19, 20, 19, 20]","[1, 2, 3, 4]"
52247,2,1,1,3,"[18, 18, 17, 18]","[1, 2, 3, 4]"
52247,2,1,2,1,"[5, 35]","[1, 1]"
52247,2,2,1,1,"[30, 30, 30, 30]","[1, 2, 3, 4]"
52247,2,5,1,3,[31],[2]
52247,2,6,1,1,"[1, 2, 26, 1, 25, 2, 26]","[1, 2, 2, 3, 3, 4, 4]"
52247,2,6,1,3,"[2, 3, 2, 3]","[1, 2, 3, 4]"
52247,2,7,1,3,"[41, 41, 41, 41]","[1, 2, 3, 4]"
52247,2,7,4,3,[90],[1]
52247,2,10,1,1,"[42, 42, 42, 42]","[1, 2, 3, 4]"
52247,2,10,1,3,"[42, 42, 42, 42]","[1, 2, 3, 4]"
52247,2,10,2,3,"[56, 57, 56, 57]","[1, 2, 3, 4]"
52247,2,11,2,1,[20],[2]
52247,2,12,1,1,"[10, 10, 10]","[1, 2, 3]"
52248,-2,11,2,3,"[13, 14, 13, 14]","[1, 2, 3, 4]"
52248,-2,11,3,1,"[6, 6, 6, 6]","[1, 2, 3, 4]"
52248,-2,11,3,3,"[5, 5, 5, 5]","[1, 2, 3, 4]"
52248,-2,12,3,3,[71],[4]
52248,-2,14,4,1,"[60, 60]","[2, 3]"
52248,-1,4,2,1,"[18, 19, 18]","[1, 2, 3]"
52248,-1,12,1,1,"[39, 43, 39, 44, 38, 38]","[1, 1, 2, 2, 3, 4]"
52248,2,3,1,3,[4],[1]
52248,2,6,2,1,"[12, 11, 11]","[2, 3, 4]"
52248,2,8,4,3,"[74, 75]","[1, 1]"
52249,-2,1,2,3,"[33, 33]","[3, 4]"
52249,-2,5,1,1,"[13, 13, 13, 13]","[1, 2, 3, 4]"
52249,-2,12,1,1,"[8, 8, 8]","[2, 3, 4]"
52249,-2,12,1,3,"[9, 9, 9, 10]","[1, 2, 3, 4]"
52249,-1,9,1,1,"[27, 29, 27, 28, 29, 26, 27, 28, 29, 27, 27, 28, 28]","[1, 1, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4]"
52249,-1,9,1,3,"[22, 25, 26, 27, 27, 28, 22, 26, 27, 27, 28, 21, 25, 26, 27, 27, 28, 4, 21, 25, 26, 27, 28, 28]","[1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4]"
52249,-1,9,2,1,"[49, 49, 49, 49]","[1, 2, 3, 4]"
52249,-1,9,2,3,"[50, 51, 51, 51]","[1, 2, 3, 4]"
52249,-1,9,3,1,"[49, 50, 49, 50]","[1, 2, 3, 4]"
52249,-1,9,3,3,"[50, 50, 50, 27, 50]","[1, 2, 3, 4, 4]"
52249,-1,9,4,1,"[44, 44, 44, 44]","[1, 2, 3, 4]"
52249,-1,9,4,3,"[44, 45, 44, 45]","[1, 2, 3, 4]"
52249,-1,10,1,1,"[13, 13, 14]","[2, 3, 4]"
52249,1,3,1,1,"[32, 32, 32, 32]","[1, 2, 3, 4]"
52249,1,3,1,3,"[32, 33, 32, 33]","[1, 2, 3, 4]"
52249,2,1,1,3,"[10, 10, 9, 9]","[1, 2, 3, 4]"
52249,2,3,2,1,"[24, 24, 24, 24, 24]","[1, 2, 3, 4, 4]"
52249,2,3,2,3,"[23, 23, 45, 49, 23, 23]","[1, 2, 2, 2, 3, 4]"
52249,2,3,3,1,"[39, 40, 39, 40]","[1, 2, 3, 4]"
52249,2,3,3,3,"[39, 40, 39, 40]","[1, 2, 3, 4]"
52249,2,3,4,1,"[24, 24, 25, 25, 24, 25]","[1, 1, 2, 2, 3, 4]"
52249,2,3,4,3,"[22, 25, 23, 25, 22, 25, 23, 26]","[1, 1, 2, 2, 3, 3, 4, 4]"
52249,2,9,1,1,"[6, 6]","[3, 4]"
52249,2,12,1,1,[47],[3]
52250,-2,4,1,1,[24],[1]
52250,-2,4,2,1,[53],[4]
52250,-2,7,1,1,[16],[1]
52250,-2,8,2,3,"[10, 11, 10, 11]","[1, 2, 3, 4]"
52250,-2,10,2,1,[5],[3]
52250,-2,11,1,1,"[34, 34, 34, 34]","[1, 2, 3, 4]"
52250,-2,11,1,3,"[31, 32, 31, 31]","[1, 2, 3, 4]"
52250,-1,9,1,1,"[31, 31, 34, 31, 33, 31, 34]","[1, 2, 2, 3, 3, 4, 4]"
52250,-1,9,1,3,"[28, 31, 28, 32, 28, 31, 28]","[1, 1, 2, 2, 3, 3, 4]"
52250,-1,11,1,3,"[16, 49, 16, 49, 49, 16]","[1, 1, 2, 2, 3, 4]"
52250,-1,11,2,1,"[34, 35, 34, 35]","[1, 2, 3, 4]"
52250,-1,11,2,3,"[35, 36, 35, 36]","[1, 2, 3, 4]"
52250,-1,11,3,1,"[30, 31, 30, 31]","[1, 2, 3, 4]"
52250,-1,11,3,3,"[30, 31, 30, 31]","[1, 2, 3, 4]"
52250,-1,11,4,1,"[22, 22, 25, 21, 22, 25]","[1, 2, 2, 3, 4, 4]"
52250,-1,11,4,3,"[24, 25, 24, 25]","[1, 2, 3, 4]"
52250,0,5,1,3,"[42, 43, 43, 44]","[1, 2, 3, 4]"
52250,1,8,2,3,[29],[4]
52250,1,9,1,1,"[12, 11]","[2, 3]"
52250,2,4,1,3,"[18, 19, 18, 18]","[1, 2, 3, 4]"
52250,2,8,1,1,"[44, 44, 44, 45]","[1, 2, 3, 4]"
52250,2,8,1,3,"[48, 48, 48, 49]","[1, 2, 3, 4]"
52250,2,8,2,1,"[47, 47, 47, 48]","[1, 2, 3, 4]"
52250,2,8,2,3,"[48, 49, 49, 48, 49, 35, 49, 50]","[1, 2, 2, 3, 3, 4, 4, 4]"
52250,2,8,3,1,[72],[3]
52250,2,9,1,1,"[35, 35, 35, 35]","[1, 2, 3, 4]"
52250,2,9,1,3,"[3, 35, 4, 36, 4, 4]","[1, 1, 2, 2, 3, 4]"
52251,-2,2,1,1,"[18, 19, 18, 19]","[1, 2, 3, 4]"
52251,-2,2,1,3,"[18, 18, 19]","[1, 3, 4]"
52251,-2,2,2,1,"[37, 38, 37, 38]","[1, 2, 3, 4]"
52251,-2,2,2,3,"[38, 38, 38, 39, 39, 38, 39, 45]","[1, 2, 2, 2, 2, 3, 4, 4]"
52251,-2,4,2,1,[46],[3]
52251,-2,8,2,1,"[14, 26, 15, 27, 14, 26, 15, 27]","[1, 1, 2, 2, 3, 3, 4, 4]"
52251,-2,8,2,3,"[28, 28, 28, 28]","[1, 2, 3, 4]"
52251,-2,8,3,1,"[23, 24, 23, 24]","[1, 2, 3, 4]"
52251,-2,8,3,3,"[23, 23, 23, 23]","[1, 2, 3, 4]"
52251,-2,8,4,1,"[15, 15, 14]","[1, 2, 3]"
52251,-2,10,1,1,[44],[1]
52251,-1,3,1,1,[15],[2]
52251,0,6,1,1,"[20, 21, 21, 21]","[1, 2, 3, 4]"
52251,0,6,1,3,"[23, 23, 23, 23]","[1, 2, 3, 4]"
52251,1,11,1,1,"[25, 26]","[3, 4]"
52251,2,1,1,3,[36],[1]
52251,2,6,1,3,"[38, 38, 37, 38]","[1, 2, 3, 4]"
52251,2,11,1,1,"[44, 45]","[3, 4]"
52252,-2,8,2,3,[41],[2]
52252,-2,10,1,1,"[29, 29, 30]","[1, 2, 4]"
52252,-2,10,1,3,"[30, 31, 30, 31]","[1, 2, 3, 4]"
52252,1,12,1,1,"[22, 23, 22, 24, 22, 23, 22, 24]","[1, 1, 2, 2, 3, 3, 4, 4]"
52252,1,12,1,3,"[22, 27, 22, 28, 21, 27, 22]","[1, 1, 2, 2, 3, 3, 4]"
52252,1,12,2,1,"[11, 12, 11, 12]","[1, 2, 3, 4]"
52252,1,12,2,3,"[10, 10, 10, 10]","[1, 2, 3, 4]"
52252,2,2,1,1,[23],[2]
52252,2,3,1,1,[40],[2]
52252,2,6,1,1,"[29, 28, 29]","[2, 3, 4]"
52252,2,6,1,3,"[30, 31, 30, 31]","[1, 2, 3, 4]"
52252,2,7,2,1,[48],[1]
52252,2,8,1,1,"[37, 38, 38, 38]","[1, 2, 3, 4]"
52252,2,8,1,3,"[40, 47, 41, 41, 41]","[1, 1, 2, 3, 4]"
52252,2,8,2,1,"[36, 36, 36, 36]","[1, 1, 3, 4]"
52252,2,10,1,1,[47],[1]
52252,2,11,1,1,"[37, 37]","[3, 4]"
52252,2,12,3,3,[23],[4]
52252,2,12,4,1,"[6, 7, 6, 7]","[1, 2, 3, 4]"
52252,2,12,4,3,"[4, 4, 4, 4]","[1, 2, 3, 4]"
52253,-2,1,1,1,"[17, 18, 17, 18]","[1, 2, 3, 4]"
52253,-2,1,1,3,"[17, 18, 17, 18]","[1, 2, 3, 4]"
52253,-2,2,1,1,[8],[1]
52253,-2,6,1,1,"[48, 48, 48, 48]","[1, 2, 3, 4]"
52253,-1,1,1,3,"[28, 28, 27]","[1, 2, 3]"
52253,-1,10,1,1,"[48, 48, 47, 48]","[1, 2, 3, 4]"
52253,-1,11,1,3,"[24, 25, 24, 24, 25]","[1, 2, 3, 4, 4]"
52253,1,9,1,1,"[9, 9, 9, 10]","[1, 2, 3, 4]"
52253,1,9,1,3,"[11, 11, 11, 12]","[1, 2, 3, 4]"
52253,1,9,2,1,"[6, 6, 6, 6]","[1, 2, 3, 4]"
52253,1,9,2,3,"[6, 6, 6, 6]","[1, 2, 3, 4]"
52253,1,11,2,1,[53],[2]
52253,2,3,1,1,[45],[3]
52253,2,4,1,1,"[27, 28]","[3, 4]"
52253,2,7,2,3,[1],[2]
52254,-2,4,1,1,"[15, 15, 15]","[1, 2, 3]"
52254,-2,5,1,1,"[23, 35, 24, 36, 5, 23, 36, 24, 24, 37]","[1, 1, 2, 2, 3, 3, 3, 4, 4, 4]"
52254,-2,5,1,3,"[41, 42, 42, 43]","[1, 2, 3, 4]"
52254,-1,12,1,1,"[36, 37, 36, 36]","[1, 2, 3, 4]"
52254,-1,12,1,3,"[33, 34, 33, 33]","[1, 2, 3, 4]"
52254,-1,12,2,1,"[49, 49, 49, 49]","[1, 2, 4, 4]"
52254,-1,12,2,3,"[49, 49, 50]","[1, 3, 4]"
52254,0,1,1,1,"[40, 41, 41, 41]","[1, 2, 3, 4]"
52254,0,1,1,3,"[41, 42, 41, 42]","[1, 2, 3, 4]"
52254,0,1,3,1,"[67, 68, 67, 68]","[1, 2, 3, 4]"
52254,0,1,3,3,"[69, 69, 69, 69]","[1, 2, 3, 4]"
52254,0,2,4,1,"[75, 76]","[1, 2]"
52254,0,7,1,1,"[2, 2, 3]","[3, 3, 4]"
52254,1,4,1,1,"[49, 50]","[1, 2]"
52254,1,4,2,1,"[51, 52, 52, 52]","[1, 2, 3, 4]"
52254,1,5,3,1,"[19, 28, 29, 30, 32]","[3, 4, 4, 4, 4]"
52254,1,7,1,1,"[9, 9]","[3, 4]"
52254,1,7,1,3,"[8, 8, 29, 7, 29, 8, 30]","[1, 2, 2, 3, 3, 4, 4]"
52254,1,8,1,1,"[41, 41, 41, 41]","[1, 2, 3, 4]"
52254,1,10,1,1,[22],[4]
52254,2,4,3,1,"[72, 71, 72]","[2, 3, 4]"
52254,2,6,1,1,"[31, 31, 30]","[1, 2, 3]"
52254,2,7,2,1,[9],[2]
52254,2,9,1,1,[33],[1]
52254,2,12,2,3,[27],[4]
52255,-2,2,1,3,"[40, 41, 40, 40]","[1, 2, 3, 4]"
52255,-2,3,1,1,"[2, 1]","[2, 3]"
52255,-1,3,3,1,"[44, 44, 45, 44, 44]","[1, 2, 2, 3, 4]"
52255,-1,3,3,3,"[43, 44, 44, 45, 44, 45, 45, 43, 44, 44, 45, 45, 45, 45]","[1, 1, 1, 1, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4]"
52255,-1,3,4,1,"[85, 85, 85, 85, 85, 85, 85, 85]","[1, 1, 2, 2, 3, 3, 4, 4]"
52255,-1,3,4,3,"[87, 87, 88, 87, 88, 88, 87, 87, 88, 88, 87, 88, 88, 89]","[1, 1, 1, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4]"
52255,-1,4,4,1,[1],[1]
52255,-1,12,2,1,"[37, 38, 37]","[1, 2, 3]"
52255,0,6,1,1,"[44, 44, 43, 43]","[1, 2, 3, 4]"
52255,0,9,1,1,"[42, 43, 42, 43]","[1, 2, 3, 4]"
52255,0,9,1,3,"[41, 42, 43, 43, 42, 43, 44, 44, 41, 42, 43, 43, 42, 43, 44, 44]","[1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4]"
52255,0,9,3,1,"[69, 69, 69, 70]","[1, 2, 3, 4]"
52255,0,9,3,3,"[70, 71, 70, 71]","[1, 2, 3, 4]"
52255,0,10,2,1,"[59, 59, 59, 59]","[1, 2, 3, 4]"
52255,0,10,2,3,"[59, 60, 59, 60]","[1, 2, 3, 4]"
52255,0,10,4,1,"[45, 45, 46, 45, 46]","[1, 2, 2, 3, 4]"
52255,0,10,4,3,"[44, 45, 46, 45, 46, 46, 47, 46, 46, 46, 47, 47]","[1, 1, 1, 2, 2, 2, 2, 3, 3, 4, 4, 4]"
52255,1,2,1,1,"[29, 30, 30, 32]","[1, 2, 3, 4]"
52255,1,2,1,3,"[42, 43, 44, 45]","[1, 2, 3, 4]"
52255,1,3,1,1,"[31, 31, 29, 28]","[1, 2, 3, 4]"
52255,1,10,1,1,"[48, 49, 48, 48]","[1, 2, 3, 4]"
52255,2,8,2,1,[12],[2]
52256,-2,2,1,1,"[46, 45, 46]","[2, 3, 4]"
52256,-2,4,1,1,"[30, 30, 31]","[2, 3, 4]"
52256,-2,4,1,3,[33],[1]
52256,-2,5,1,1,"[27, 27, 27]","[1, 2, 3]"
52256,-2,5,3,1,[66],[4]
52256,-2,5,3,3,"[66, 67, 67, 67]","[1, 2, 3, 4]"
52256,-2,5,4,1,"[65, 66, 66, 66, 67, 66, 66, 67]","[1, 1, 1, 2, 2, 3, 4, 4]"
52256,-2,5,4,3,"[62, 65, 62, 66, 66, 66]","[1, 1, 2, 2, 3, 4]"
52256,-2,11,1,1,"[39, 39, 39, 46, 40, 47]","[1, 2, 3, 3, 4, 4]"
52256,-2,11,1,3,"[40, 40, 40, 40]","[1, 2, 3, 4]"
52256,-2,12,2,1,[34],[1]
52256,-1,2,1,3,"[19, 19, 19, 19]","[1, 2, 3, 4]"
52256,-1,5,1,1,"[39, 40, 39, 40]","[1, 2, 3, 4]"
52256,-1,5,1,3,"[40, 41, 40, 41]","[1, 2, 3, 4]"
52256,-1,6,1,1,"[30, 30, 30]","[2, 3, 4]"
52256,-1,6,1,3,"[27, 29, 27, 30, 26, 29, 27, 30]","[1, 1, 2, 2, 3, 3, 4, 4]"
52256,-1,8,1,1,[20],[1]
52256,1,1,1,1,"[3, 4, 3, 3]","[1, 2, 3, 4]"
52256,1,9,2,3,"[29, 28]","[2, 3]"
52256,2,3,2,1,"[1, 2]","[3, 4]"
52256,2,5,1,1,"[39, 39, 39, 40]","[1, 2, 3, 4]"
52256,2,5,1,3,"[40, 41, 40, 41]","[1, 2, 3, 4]"
52256,2,7,1,3,[4],[3]
52256,2,9,1,1,[28],[3]
52257,-2,3,2,1,"[7, 7, 7, 7]","[1, 2, 3, 4]"
52257,-2,3,2,3,"[4, 4, 4, 4]","[1, 2, 3, 4]"
52257,-2,4,1,1,[34],[1]
52257,-2,7,1,3,[34],[1]
52257,-2,8,1,1,"[9, 9, 8, 9]","[1, 2, 3, 4]"
52257,-2,9,1,1,"[28, 29, 28, 29]","[1, 2, 3, 4]"
52257,-2,11,1,1,[44],[4]
52257,-2,11,1,3,"[40, 40]","[2, 3]"
52257,-1,8,1,3,"[11, 12, 11, 11]","[1, 2, 3, 4]"
52257,0,2,1,1,"[26, 27, 26, 27]","[1, 2, 3, 4]"
52257,0,2,1,3,"[27, 27, 27]","[1, 2, 4]"
52257,0,2,2,1,"[18, 19, 18, 19]","[1, 2, 3, 4]"
52257,0,2,2,3,"[17, 18, 17, 18]","[1, 2, 3, 4]"
52257,0,2,3,1,"[33, 34, 33, 34]","[1, 2, 3, 4]"
52257,0,2,3,3,"[33, 34, 33, 34]","[1, 2, 3, 4]"
52257,0,2,4,1,"[18, 18, 19, 18, 19]","[1, 1, 2, 3, 4]"
52257,0,2,4,3,"[16, 17, 16, 17]","[1, 2, 3, 4]"
52257,2,2,1,1,"[37, 38]","[3, 4]"
52257,2,3,1,3,[50],[2]
52257,2,6,1,3,"[9, 9, 8, 9]","[1, 2, 3, 4]"
52257,2,9,2,3,"[21, 21, 21, 22]","[1, 2, 3, 4]"
52258,-2,1,2,3,[19],[1]
52258,-2,9,1,1,"[49, 49, 27, 49, 49]","[1, 2, 3, 3, 4]"
52258,-2,10,3,1,"[34, 35, 34, 35]","[1, 2, 3, 4]"
52258,-2,10,3,3,"[34, 34, 34, 34]","[1, 2, 3, 4]"
52258,-2,11,3,1,"[25, 26, 27, 28, 26, 27, 27, 27]","[1, 2, 2, 2, 3, 3, 4, 4]"
52258,-2,11,3,3,"[32, 33, 33, 34]","[1, 2, 3, 4]"
