eventNumber,wheel,sector,station,superLayer,wire,layer
52426,-1,7,1,3,"[21, 22, 22, 22]","[1, 2, 3, 4]"
52426,-1,8,1,1,"[22, 23, 22, 23, 23]","[1, 2, 3, 3, 4]"
52426,-1,8,1,3,"[21, 26, 22, 21, 21]","[1, 1, 2, 3, 4]"
52426,2,2,1,1,[11],[3]
52426,2,2,1,3,"[22, 23]","[3, 4]"
52426,2,6,1,1,"[28, 29]","[1, 2]"
52426,2,7,1,1,"[10, 10, 9, 9]","[1, 2, 3, 4]"
52426,2,7,1,3,"[4, 4, 3, 3]","[1, 2, 3, 4]"
52426,2,9,2,1,"[56, 60]","[4, 4]"
52426,2,11,1,1,"[8, 9, 8, 9]","[1, 2, 3, 4]"
52426,2,11,1,3,"[9, 9, 9, 9]","[1, 2, 3, 4]"
52427,-2,2,1,1,"[17, 18, 17, 17]","[1, 2, 3, 4]"
52427,-2,2,1,3,"[16, 16, 16, 16]","[1, 2, 3, 4]"
52427,-2,2,2,1,"[33, 33, 33, 33]","[1, 2, 3, 4]"
52427,-2,2,2,3,"[33, 34, 33, 34]","[1, 2, 3, 4]"
52427,-2,4,1,1,"[32, 34, 40, 40]","[1, 1, 1, 2]"
52427,-2,6,2,1,"[53, 53, 53, 53]","[1, 2, 3, 4]"
52427,-2,6,2,3,[36],[2]
52427,-1,4,1,1,"[23, 23, 24, 23, 24]","[1, 2, 2, 3, 4]"
52427,-1,4,1,3,"[21, 21, 21, 21, 21, 21]","[1, 1, 2, 2, 3, 4]"
52427,-1,10,2,1,"[11, 11, 11, 11]","[1, 2, 3, 4]"
52427,-1,10,2,3,"[11, 11, 10, 11]","[1, 2, 3, 4]"
52427,-1,10,3,1,"[2, 2, 2, 2]","[1, 2, 3, 4]"
52427,-1,10,3,3,"[1, 1, 1]","[1, 2, 3]"
52427,-1,10,4,1,"[27, 28, 28, 28, 28, 28]","[1, 1, 1, 2, 3, 4]"
52427,-1,10,4,3,"[28, 28, 28, 28]","[1, 2, 3, 4]"
52427,0,12,2,3,[58],[4]
52427,1,9,2,1,[31],[3]
52427,2,3,1,1,"[37, 38, 37, 37]","[1, 2, 3, 4]"
52427,2,4,1,1,[27],[1]
52427,2,9,1,3,"[10, 9]","[2, 3]"
52428,-2,2,2,3,[12],[1]
52428,-2,2,4,1,"[86, 87]","[4, 4]"
52428,-2,12,1,1,"[2, 3, 3, 3]","[1, 2, 3, 4]"
52428,0,5,2,1,[51],[4]
52428,0,6,1,1,"[7, 8, 10, 11, 11, 12, 12, 13, 13, 13, 14, 14, 15, 10, 11, 11, 12, 12, 13, 13, 13, 14, 14, 14, 15, 16, 9, 10, 11, 11, 12, 12, 12, 13, 13, 13, 14, 14, 14, 9, 10, 11, 11, 12, 12, 13, 13, 13, 14, 14, 14, 15, 15]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
52428,0,6,1,3,"[8, 9, 9, 10, 10, 11, 11, 12, 12, 12, 13, 13, 13, 14, 14, 15, 16, 8, 10, 11, 11, 12, 12, 13, 13, 13, 14, 14, 15, 16, 17, 8, 9, 10, 10, 11, 11, 12, 12, 12, 13, 13, 14, 14, 15, 17, 10, 10, 11, 11, 12, 12, 12, 13, 13, 13, 14, 14, 14, 16, 17]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
52428,0,6,2,1,[1],[2]
52428,0,6,3,1,"[10, 11, 10, 10]","[1, 2, 3, 4]"
52428,0,6,3,3,"[9, 9, 9, 9]","[1, 2, 3, 4]"
52428,0,6,4,1,"[34, 34, 34, 34]","[1, 2, 3, 4]"
52428,0,6,4,3,"[34, 35, 34, 35]","[1, 2, 3, 4]"
52428,0,7,2,1,[28],[3]
52428,1,4,1,1,"[15, 36, 11, 16, 37, 11, 16, 36, 12, 17, 36]","[1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 4]"
52428,1,4,1,3,"[20, 21, 35, 21, 22, 36, 20, 22, 35, 21, 23, 36]","[1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 4]"
52428,1,12,1,1,"[13, 13, 13, 13]","[1, 2, 3, 4]"
52428,2,2,1,1,[6],[1]
52428,2,3,2,1,[57],[2]
52428,2,7,1,1,"[40, 41]","[1, 2]"
52428,2,10,2,3,[21],[1]
52428,2,12,2,1,"[1, 1, 1]","[1, 2, 3]"
52428,2,12,3,1,"[10, 11, 10, 11, 11]","[1, 2, 3, 3, 4]"
52428,2,12,3,3,"[9, 10, 9, 10]","[1, 2, 3, 4]"
52429,-2,3,1,1,[20],[1]
52429,-2,4,1,3,[6],[3]
52429,-2,6,2,1,"[37, 38]","[3, 3]"
52429,-2,10,1,1,"[29, 29, 29]","[1, 2, 4]"
52429,-2,10,1,3,[2],[1]
52429,-1,10,1,1,"[28, 28, 28, 29]","[1, 2, 3, 4]"
52429,-1,10,1,3,"[30, 33, 31, 34, 31, 34, 31, 35]","[1, 1, 2, 2, 3, 3, 4, 4]"
52429,0,8,1,1,"[40, 39, 36]","[1, 2, 4]"
52429,0,9,1,1,[24],[3]
52429,1,9,1,1,"[11, 13, 21, 23, 26, 11, 12, 22, 23, 26, 10, 11, 22, 26, 10, 11, 23, 27]","[1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4]"
52429,1,9,1,3,"[1, 1, 2]","[3, 3, 3]"
52429,2,4,1,1,"[45, 44, 45, 45, 45]","[2, 3, 3, 4, 4]"
52430,-2,2,2,1,[38],[4]
52430,-2,6,1,1,"[37, 38, 37, 38]","[1, 2, 3, 4]"
52430,-2,6,1,3,"[35, 35, 36, 35, 35]","[1, 2, 2, 3, 4]"
52430,-2,8,2,1,"[50, 50, 50, 50]","[1, 2, 3, 4]"
52430,-2,8,2,3,"[51, 51, 51, 51]","[1, 2, 3, 4]"
52430,-2,8,3,1,"[47, 48, 47, 48]","[1, 2, 3, 4]"
52430,-2,8,3,3,"[47, 48, 48, 48, 47, 48, 48, 48]","[1, 1, 2, 2, 3, 3, 4, 4]"
52430,-2,8,4,1,"[44, 44, 44, 44]","[1, 2, 3, 4]"
52430,-2,8,4,3,"[42, 43, 42, 43]","[1, 2, 3, 4]"
52430,-2,10,1,3,"[45, 45, 45, 45]","[1, 2, 3, 4]"
52430,-1,4,1,1,[11],[4]
52430,-1,4,1,3,"[16, 17, 17, 7]","[1, 2, 3, 4]"
52430,-1,5,1,3,"[18, 19]","[1, 2]"
52430,-1,7,1,1,"[37, 37, 37]","[1, 2, 3]"
52430,-1,7,1,3,"[34, 29, 35, 28, 35, 35, 36, 29, 35, 37]","[1, 2, 2, 3, 3, 3, 3, 4, 4, 4]"
52430,-1,8,1,1,"[31, 32, 31, 32]","[1, 2, 3, 4]"
52430,-1,8,1,3,"[31, 31, 31, 31]","[1, 2, 3, 4]"
52431,-2,4,1,1,"[44, 45, 44, 45]","[1, 2, 3, 4]"
52431,0,7,3,3,"[12, 14, 12, 14, 12, 14, 12, 14]","[1, 1, 2, 2, 3, 3, 4, 4]"
52431,1,10,1,1,[48],[4]
52431,2,3,2,1,"[44, 44, 44, 44]","[1, 2, 3, 4]"
52431,2,3,2,3,"[44, 44, 44, 44]","[1, 2, 3, 4]"
52431,2,3,3,1,"[63, 63, 57, 63, 64]","[1, 2, 3, 3, 4]"
52431,2,3,3,3,"[64, 64, 64, 65, 64, 64]","[1, 1, 2, 2, 3, 4]"
52431,2,4,1,1,"[1, 31, 1, 31, 31, 31]","[1, 1, 2, 2, 3, 4]"
52431,2,4,1,3,"[32, 33, 33, 33]","[1, 2, 3, 4]"
52431,2,6,1,1,[40],[2]
52431,2,8,2,1,"[54, 54]","[3, 4]"
52431,2,12,1,1,"[8, 8, 8, 8]","[1, 2, 3, 4]"
52432,-2,3,1,1,"[22, 23, 23, 27, 24, 28]","[1, 2, 3, 3, 4, 4]"
52432,-2,3,1,3,[28],[1]
52432,-2,6,1,1,"[48, 48, 48, 49]","[1, 2, 3, 4]"
52432,-2,6,1,3,"[10, 9, 9]","[2, 3, 4]"
52432,-2,6,2,1,"[17, 19, 19, 21, 21, 21, 22, 23, 26, 26]","[1, 1, 2, 2, 3, 3, 4, 4, 4, 4]"
52432,-2,7,1,1,[37],[1]
52432,-1,3,1,1,"[1, 1]","[1, 2]"
52432,-1,3,1,3,"[3, 4, 4]","[1, 1, 2]"
52432,2,1,1,1,"[4, 3]","[2, 3]"
52432,2,5,1,1,[28],[2]
52432,2,6,1,1,[27],[1]
52432,2,12,2,3,"[50, 50, 50, 50, 51]","[1, 2, 3, 4, 4]"
52433,-2,11,3,1,[3],[4]
52433,-2,11,3,3,"[1, 2, 1, 2]","[1, 2, 3, 4]"
52433,-2,14,4,1,"[55, 56, 55, 56]","[1, 2, 3, 4]"
52433,-2,14,4,3,"[56, 57, 56, 57]","[1, 2, 3, 4]"
52433,-1,1,1,3,"[9, 9, 9]","[1, 2, 3]"
52433,-1,3,1,3,[9],[4]
52433,-1,8,1,1,[43],[3]
52433,-1,11,1,1,"[5, 5, 5, 5]","[1, 2, 3, 4]"
52433,-1,11,1,3,"[2, 2, 2, 2]","[1, 2, 3, 4]"
52433,-1,11,2,1,"[15, 15, 15, 15]","[1, 2, 3, 4]"
52433,-1,11,2,3,"[14, 14, 14, 13, 14]","[1, 2, 2, 3, 4]"
52433,2,5,1,1,[42],[4]
52433,2,5,2,3,"[29, 30]","[3, 3]"
52433,2,11,1,1,[40],[1]
52434,-2,6,1,3,"[19, 24, 19, 25, 19, 26, 19, 28]","[1, 1, 2, 2, 3, 3, 4, 4]"
52434,-2,11,1,1,"[3, 3, 3, 3]","[1, 2, 3, 4]"
52434,-2,12,2,3,"[8, 8, 8]","[1, 2, 3]"
52434,0,5,2,1,"[30, 36, 36, 56, 37, 56]","[1, 2, 3, 3, 4, 4]"
52434,0,5,2,3,"[26, 27, 26, 27]","[1, 2, 3, 4]"
52434,1,11,4,3,[10],[1]
52434,2,2,1,1,[25],[1]
52434,2,4,1,3,[44],[2]
52434,2,5,1,1,"[41, 40, 41]","[2, 3, 4]"
52434,2,5,1,3,"[41, 42, 41, 42]","[1, 2, 3, 4]"
52434,2,5,2,1,[34],[1]
52434,2,7,1,1,"[43, 16, 16, 16]","[1, 2, 3, 4]"
52434,2,7,1,3,"[14, 14, 15]","[1, 3, 4]"
52435,-2,3,1,1,"[36, 37, 36]","[1, 2, 3]"
52435,-2,4,2,1,"[58, 58]","[1, 2]"
52435,-2,7,1,3,"[48, 48, 48]","[1, 2, 3]"
52435,-2,11,2,3,"[59, 60, 59, 60]","[1, 2, 3, 4]"
52435,-1,6,1,3,"[31, 32]","[3, 4]"
52435,-1,9,1,3,"[14, 15]","[3, 4]"
52435,0,10,2,3,[55],[3]
52435,1,3,1,1,"[16, 16, 16, 16]","[1, 2, 3, 4]"
52435,1,3,1,3,"[17, 17, 17, 17]","[1, 2, 3, 4]"
52435,1,3,2,1,"[10, 10, 10, 10]","[1, 2, 3, 4]"
52435,1,3,2,3,"[9, 10, 9, 10]","[1, 2, 3, 4]"
52435,1,3,3,1,"[26, 26, 26, 26]","[1, 2, 3, 4]"
52435,1,3,3,3,"[26, 26, 26, 26]","[1, 2, 3, 4]"
52435,1,3,4,1,"[10, 10, 10, 10]","[1, 2, 3, 4]"
52435,1,3,4,3,"[7, 7, 7, 7]","[1, 2, 3, 4]"
52435,1,7,1,1,"[37, 37, 37, 37]","[1, 2, 3, 4]"
52435,1,7,1,3,"[34, 34, 33, 34]","[1, 2, 3, 4]"
52435,1,10,1,1,[25],[4]
52435,2,2,1,3,"[4, 5]","[1, 2]"
52435,2,3,1,3,[15],[4]
52435,2,4,2,1,"[49, 50, 49, 50]","[1, 2, 3, 4]"
52435,2,4,2,3,"[49, 50, 49, 50]","[1, 2, 3, 4]"
52435,2,4,3,1,[69],[1]
52435,2,6,2,1,[39],[3]
52436,-2,4,1,3,[47],[4]
52436,-2,6,1,1,"[41, 42, 42, 43]","[1, 2, 3, 4]"
52436,-2,7,1,1,[29],[1]
52436,-2,11,1,1,"[17, 16, 17]","[2, 3, 4]"
52436,-2,11,1,3,[17],[1]
52436,-1,6,1,1,"[19, 19, 20, 19, 20, 20, 21]","[1, 1, 2, 3, 3, 4, 4]"
52436,-1,10,1,1,"[49, 49, 49, 49]","[1, 2, 3, 4]"
52436,-1,10,1,3,"[49, 49, 49, 49]","[1, 2, 3, 4]"
52436,-1,12,1,1,"[26, 27, 26, 27]","[1, 2, 3, 4]"
52436,1,4,1,1,"[5, 5, 4, 4]","[1, 2, 3, 4]"
52436,1,5,2,1,"[45, 45, 45, 45]","[1, 2, 3, 4]"
52436,1,5,2,3,"[44, 44, 44, 44]","[1, 2, 3, 4]"
52436,1,6,2,3,[6],[4]
52436,1,9,1,1,"[14, 14, 14, 14]","[1, 2, 3, 4]"
52436,2,3,1,1,"[28, 29, 29, 29, 29, 29, 29, 30]","[1, 1, 2, 2, 3, 3, 4, 4]"
52436,2,3,1,3,"[30, 37, 38, 31, 37, 39, 31, 31]","[1, 1, 1, 2, 2, 2, 3, 4]"
52436,2,8,1,1,"[45, 15, 45, 45]","[1, 2, 3, 4]"
52436,2,8,1,3,"[42, 42, 41, 42]","[1, 2, 3, 4]"
52436,2,9,1,1,"[21, 21, 21, 21]","[1, 2, 3, 4]"
52436,2,9,1,3,[21],[1]
52437,-2,2,1,1,[35],[4]
52437,-2,5,1,1,[6],[3]
52437,-2,6,1,1,[16],[4]
52437,-2,8,1,1,"[24, 23, 24]","[2, 3, 4]"
52437,-2,8,1,3,"[27, 28, 27, 28]","[1, 2, 3, 4]"
52437,-1,1,1,1,"[29, 30, 30, 30, 31]","[1, 1, 2, 3, 4]"
52437,-1,1,1,3,"[33, 34, 33, 34]","[1, 2, 3, 4]"
52437,-1,1,3,1,"[68, 69, 68, 69]","[1, 2, 3, 4]"
52437,-1,1,3,3,"[70, 70, 70, 71]","[1, 2, 3, 4]"
52437,-1,1,4,1,[76],[1]
52437,-1,3,1,3,"[47, 47, 47]","[1, 2, 3]"
52437,-1,9,1,3,"[23, 24]","[1, 2]"
52437,-1,12,1,3,[8],[1]
52437,1,4,1,1,"[24, 26, 24, 26, 24, 26, 24, 26]","[1, 1, 2, 2, 3, 3, 4, 4]"
52437,1,4,1,3,"[21, 26, 28, 29, 31, 22, 27, 28, 29, 21, 28, 21, 27, 29]","[1, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 4, 4, 4]"
52437,1,4,2,1,"[18, 19, 18, 19]","[1, 2, 3, 4]"
52437,1,11,2,3,[34],[1]
52437,2,4,1,1,"[48, 47]","[2, 3]"
52437,2,4,2,1,[24],[4]
52437,2,4,3,1,"[33, 34, 33, 34]","[1, 2, 3, 4]"
52437,2,4,3,3,"[33, 34, 33, 34]","[1, 2, 3, 4]"
52437,2,5,1,1,"[8, 29]","[3, 3]"
52437,2,6,1,1,[34],[1]
52437,2,10,1,1,"[34, 35, 34, 35]","[1, 2, 3, 4]"
52437,2,10,1,3,"[35, 35, 35, 35]","[1, 2, 3, 4]"
52437,2,10,2,1,"[26, 26, 27, 25, 26, 27, 26, 27]","[1, 2, 2, 3, 3, 3, 4, 4]"
52437,2,10,2,3,"[25, 26, 25, 26]","[1, 2, 3, 4]"
52437,2,12,1,1,"[42, 43, 42, 43]","[1, 2, 3, 4]"
52437,2,13,4,1,"[66, 67, 66, 67]","[1, 2, 3, 4]"
52437,2,13,4,3,"[66, 67, 66, 67]","[1, 2, 3, 4]"
52438,-2,8,1,1,[1],[1]
52438,-2,11,2,1,"[13, 13, 13, 13]","[1, 2, 3, 4]"
52438,0,7,1,1,"[22, 29, 20, 29, 19, 29]","[2, 2, 3, 3, 4, 4]"
52438,2,6,1,1,[8],[3]
52438,2,8,1,1,"[45, 44, 45]","[2, 3, 4]"
52438,2,9,2,1,[58],[3]
52439,-2,1,1,1,"[19, 20, 19]","[1, 2, 3]"
52439,-2,3,2,1,"[39, 40, 39, 40]","[1, 2, 3, 4]"
52439,-2,3,3,1,"[69, 70, 69, 70]","[1, 2, 3, 4]"
52439,-2,3,3,3,"[71, 71, 71, 71]","[1, 2, 3, 4]"
52439,-2,3,4,1,[74],[4]
52439,-2,3,4,3,[93],[4]
52439,-2,4,2,3,"[2, 2, 1, 2]","[1, 2, 3, 4]"
52439,-2,4,4,1,"[9, 20, 22, 25, 25, 26, 26, 26, 27, 27, 27, 28, 28, 28, 29, 29, 29, 30, 30, 32, 43, 10, 21, 22, 24, 25, 26, 27, 27, 28, 28, 28, 29, 29, 29, 30, 30, 30, 31, 33, 10, 22, 24, 24, 25, 25, 26, 26, 27, 27, 27, 28, 28, 28, 29, 29, 29, 30, 30, 32, 12, 24, 25, 25, 26, 26, 27, 27, 28, 28, 28, 29, 29, 29, 30, 30, 31, 31, 32]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
52439,-2,4,4,3,"[1, 17, 18, 18, 19, 20, 21, 22, 22, 23, 23, 24, 24, 25, 25, 26, 26, 26, 27, 27, 27, 28, 28, 29, 29, 30, 30, 31, 32, 33, 18, 19, 19, 21, 22, 22, 23, 24, 24, 25, 26, 26, 26, 27, 27, 27, 28, 28, 28, 29, 29, 30, 30, 31, 31, 32, 32, 34, 36, 52, 17, 18, 19, 21, 22, 23, 23, 24, 24, 25, 26, 26, 26, 27, 27, 27, 28, 28, 29, 29, 30, 30, 31, 31, 33, 34, 12, 18, 18, 19, 19, 20, 21, 21, 22, 22, 23, 23, 24, 25, 25, 26, 26, 27, 27, 27, 28, 28, 29, 29, 30, 31, 31, 32, 33, 34, 41, 43]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
52439,-2,5,1,1,"[12, 13, 48, 12, 13]","[1, 2, 2, 3, 4]"
52439,-2,5,1,3,"[14, 14, 14, 15]","[1, 2, 3, 4]"
52439,-2,5,2,3,"[25, 26, 25]","[1, 2, 3]"
52439,-2,6,1,1,"[12, 13, 13, 10, 13]","[1, 2, 3, 4, 4]"
52439,-2,9,2,3,"[25, 26]","[3, 4]"
52439,-2,9,3,1,"[19, 21, 20, 22, 19, 21, 20, 20, 22]","[1, 1, 2, 2, 3, 3, 4, 4, 4]"
52439,-2,9,3,3,"[18, 19, 23, 18, 19, 20, 24, 17, 19, 23, 18, 19, 20, 21, 24]","[1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 4, 4, 4, 4, 4]"
52439,-2,9,4,1,"[9, 9, 9, 9]","[1, 2, 3, 4]"
52439,-2,9,4,3,"[8, 9, 8, 9]","[1, 2, 3, 4]"
52439,-1,3,1,1,"[42, 43, 42, 43]","[1, 2, 3, 4]"
52439,-1,3,1,3,"[43, 43, 44, 43, 44]","[1, 1, 2, 3, 4]"
52439,-1,7,1,1,"[17, 17, 16, 17]","[1, 2, 3, 4]"
52439,-1,7,1,3,"[13, 13, 12, 13]","[1, 2, 3, 4]"
52439,-1,8,1,3,[48],[1]
52439,-1,9,1,1,"[8, 8, 8, 8]","[1, 2, 3, 4]"
52439,-1,9,1,3,"[7, 7, 7, 7]","[1, 2, 3, 4]"
52439,-1,12,1,3,"[29, 37, 30, 38, 30, 36]","[1, 1, 2, 2, 3, 3]"
52439,2,1,2,3,"[38, 38, 38]","[2, 3, 4]"
52439,2,5,2,1,"[39, 39, 38, 39]","[1, 2, 3, 4]"
52439,2,5,2,3,[30],[3]
52439,2,6,1,1,"[37, 38, 37, 38]","[1, 2, 3, 4]"
52440,-2,1,1,1,"[45, 45, 45, 45]","[1, 2, 3, 4]"
52440,-2,1,1,3,"[44, 45, 44, 45]","[1, 2, 3, 4]"
52440,-2,2,1,1,"[7, 8, 9, 10, 11, 18, 32, 7, 9, 9, 10, 11, 11, 12, 19, 7, 9, 10, 10, 11, 18, 30, 8, 9, 9, 10, 11, 19, 22, 31, 33]","[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
52440,-2,2,1,3,"[1, 1, 12, 18, 11, 18, 11, 18]","[2, 2, 2, 2, 3, 3, 4, 4]"
52440,-2,5,2,3,"[6, 7]","[3, 4]"
52440,-2,12,1,3,"[30, 29, 30]","[3, 4, 4]"
52440,-1,3,1,3,"[6, 6, 5]","[1, 2, 3]"
52440,-1,4,2,1,"[20, 20, 20, 20]","[1, 2, 3, 4]"
52440,-1,4,2,3,"[22, 21, 22]","[2, 3, 4]"
52440,-1,7,1,3,"[25, 25]","[3, 4]"
52440,0,8,1,1,"[10, 10, 10, 10]","[1, 2, 3, 4]"
52440,0,8,1,3,"[9, 10, 9, 9, 10]","[1, 2, 3, 4, 4]"
52440,0,9,2,1,[41],[1]
52440,1,8,2,3,"[27, 33, 28, 27, 28, 33, 37]","[1, 1, 2, 3, 4, 4, 4]"
52440,1,8,3,1,"[50, 51, 51, 50, 50, 51, 51]","[1, 2, 2, 3, 3, 4, 4]"
52440,1,8,3,3,"[50, 51, 51, 52, 51, 51, 52]","[1, 1, 2, 2, 3, 4, 4]"
52440,1,8,4,1,"[76, 78, 77, 79, 76, 78, 77, 79]","[1, 1, 2, 2, 3, 3, 4, 4]"
52440,1,8,4,3,"[79, 80, 83, 66, 79, 80, 81, 83, 79, 83, 79, 80, 84]","[1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 4]"
52440,2,1,1,1,[41],[3]
52440,2,3,1,3,"[50, 49]","[2, 3]"
52440,2,6,1,3,"[29, 30]","[3, 4]"
52440,2,9,1,1,"[46, 46, 45, 46]","[1, 2, 3, 4]"
52440,2,9,1,3,"[44, 44, 44, 44]","[1, 2, 3, 4]"
52441,-2,1,1,1,[25],[1]
52441,-2,2,1,1,"[46, 47, 47, 47]","[1, 2, 3, 4]"
52441,-2,2,1,3,"[48, 48, 48, 48]","[1, 2, 3, 4]"
52441,-2,3,2,1,"[7, 7, 7, 7]","[1, 2, 3, 4]"
52441,-2,3,2,3,"[6, 7, 6, 7]","[1, 2, 3, 4]"
52441,-2,5,1,3,[22],[1]
52441,-1,3,2,1,"[49, 50, 45, 49, 50, 45, 49, 50, 47, 51]","[1, 1, 2, 2, 2, 3, 3, 3, 4, 4]"
52441,-1,3,2,3,"[50, 51, 50, 50]","[1, 2, 3, 4]"
52441,-1,5,1,3,"[25, 25, 24, 24, 25, 25]","[1, 2, 3, 4, 4, 4]"
52441,0,1,1,3,[17],[3]
52441,1,10,1,3,"[37, 36, 37]","[2, 3, 4]"
52441,2,1,1,1,"[25, 25, 25, 25]","[1, 2, 3, 4]"
52441,2,1,1,3,"[22, 22, 22, 22]","[1, 2, 3, 4]"
52441,2,3,1,1,"[21, 22, 21]","[1, 2, 3]"
52441,2,7,1,1,"[24, 25, 34, 6, 24, 33, 35, 6, 25, 33, 37]","[1, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4]"
52441,2,7,1,3,"[5, 6, 5, 6]","[1, 2, 3, 4]"
52441,2,8,2,3,"[23, 16]","[1, 4]"
52441,2,12,2,1,[48],[3]
52442,-2,3,1,1,"[42, 42, 42, 42]","[1, 2, 3, 4]"
52442,-2,3,1,3,"[42, 42, 42, 24, 43]","[1, 2, 3, 4, 4]"
52442,-2,11,1,1,"[24, 24, 24, 24]","[1, 2, 3, 4]"
52442,-2,11,1,3,"[21, 22, 21, 22]","[1, 2, 3, 4]"
52442,-2,13,4,3,[7],[2]
52442,-1,1,2,1,"[16, 16, 17, 16, 17, 16, 18]","[1, 2, 2, 3, 3, 4, 4]"
52442,-1,1,2,3,"[17, 18, 17, 18]","[1, 2, 3, 4]"
52442,-1,1,3,1,"[13, 13, 13, 13]","[1, 2, 3, 4]"
52442,-1,1,3,3,"[12, 13, 12, 12]","[1, 2, 3, 4]"
52442,-1,1,4,1,"[48, 48, 47, 48]","[1, 2, 3, 4]"
52442,-1,1,4,3,"[49, 49, 49, 49, 49]","[1, 2, 3, 4, 4]"
52442,0,10,1,3,"[19, 19]","[1, 2]"
52442,1,6,1,1,"[49, 49, 49, 49]","[1, 2, 3, 4]"
52442,2,2,1,1,"[2, 3, 2, 3]","[1, 2, 3, 4]"
52442,2,4,2,3,[35],[1]
52442,2,8,1,1,"[10, 1, 1, 1]","[1, 2, 2, 3]"
52442,2,8,2,3,"[4, 4, 5]","[4, 4, 4]"
52442,2,9,1,3,"[23, 24]","[3, 4]"
52442,2,9,2,1,"[24, 25]","[1, 2]"
52442,2,9,2,3,"[59, 59]","[2, 4]"
52442,2,10,1,1,"[44, 1, 44, 44, 44]","[1, 2, 2, 3, 4]"
52442,2,10,2,3,[56],[1]
52443,-2,1,2,1,[33],[1]
52443,-2,4,1,1,[36],[3]
52443,-2,6,1,1,"[16, 16, 16, 16]","[1, 2, 3, 4]"
52443,-2,6,1,3,"[14, 13, 15, 13, 14, 14]","[1, 2, 2, 3, 3, 4]"
52443,-2,7,1,1,"[14, 15]","[3, 4]"
52443,-2,11,2,3,"[29, 30, 29]","[1, 2, 3]"
52443,-2,12,1,1,"[38, 39, 38]","[1, 2, 3]"
52443,0,2,4,3,"[94, 95, 94, 95]","[1, 2, 3, 4]"
52443,1,1,4,1,"[18, 18, 17, 17]","[1, 2, 3, 4]"
52443,1,2,1,3,[35],[4]
52443,1,2,2,1,[48],[2]
52443,1,9,1,1,"[28, 29]","[3, 4]"
52443,2,1,1,1,"[33, 45, 34, 45, 33, 44, 34, 45]","[1, 1, 2, 2, 3, 3, 4, 4]"
52443,2,1,1,3,"[33, 43, 33, 44, 32, 43, 33, 44]","[1, 1, 2, 2, 3, 3, 4, 4]"
52443,2,4,2,1,[59],[1]
52443,2,5,1,1,"[10, 10, 10, 10]","[1, 2, 3, 4]"
52443,2,6,1,1,"[3, 3]","[1, 2]"
52443,2,8,1,3,"[22, 23]","[3, 4]"
52444,-2,4,1,1,"[3, 3, 7, 7, 3, 7, 7, 3, 6, 3]","[1, 1, 1, 1, 2, 2, 2, 3, 3, 4]"
52444,-2,6,1,3,[14],[1]
52444,-2,6,2,3,[33],[1]
52444,-2,7,1,1,"[47, 48]","[3, 4]"
52444,-1,9,2,3,[49],[4]
